Date;Country;RegionName;HospitalizedPatients;IntensiveCarePatients;TotalHospitalizedPatients;HomeConfinement;CurrentPositiveCases;NewPositiveCases;Recovered;Deaths;TotalPositiveCases
21/04/2020 17:00;ITA;Basilicata;64;7;71;174;245;8;81;24;350
21/04/2020 17:00;ITA;Calabria;133;7;140;679;819;9;152;76;1047
21/04/2020 17:00;ITA;Campania;532;58;590;2356;2946;61;872;317;4135
21/04/2020 17:00;ITA;Emilia-Romagna;3045;282;3327;9917;13244;225;6701;3147;23092
21/04/2020 17:00;ITA;Friuli Venezia Giulia;139;21;160;1162;1322;17;1229;241;2792
21/04/2020 17:00;ITA;Lazio;1380;184;1564;2838;4402;80;1130;363;5895
21/04/2020 17:00;ITA;Liguria;914;94;1008;2455;3463;95;2311;990;6764
21/04/2020 17:00;ITA;Lombardia;9805;851;10656;23322;33978;960;21374;12579;67931
21/04/2020 17:00;ITA;Marche;784;78;862;2356;3218;51;1825;834;5877
21/04/2020 17:00;ITA;Molise;27;2;29;184;213;1;51;18;282
21/04/2020 17:00;ITA;Piemonte;3116;293;3409;11402;14811;606;4659;2485;21955
21/04/2020 17:00;ITA;Puglia;569;65;634;2178;2812;55;459;351;3622
21/04/2020 17:00;ITA;Sardegna;112;21;133;704;837;8;306;93;1236
21/04/2020 17:00;ITA;Sicilia;514;37;551;1708;2259;76;370;206;2835
21/04/2020 17:00;ITA;Toscana;833;171;1004;5618;6622;96;1295;686;8603
21/04/2020 17:00;ITA;Umbria;107;22;129;278;407;4;886;60;1353
21/04/2020 17:00;ITA;Valle d'Aosta;99;8;107;415;522;5;445;126;1093
21/04/2020 17:00;ITA;Veneto;1230;177;1407;8670;10077;277;5173;1154;16404
21/04/2020 17:00;ITA;Trentino Alto Adige;413;58;471;2974;3445;40;1952;627;6024
22/04/2020 17:00;ITA;Abruzzo;309;35;344;1764;2108;66;349;276;2733
22/04/2020 17:00;ITA;Basilicata;65;7;72;160;232;4;98;24;354
22/04/2020 17:00;ITA;Calabria;128;7;135;686;821;13;163;76;1060
22/04/2020 17:00;ITA;Campania;523;53;576;2422;2998;50;860;327;4185
22/04/2020 17:00;ITA;Emilia-Romagna;2964;282;3246;9838;13084;342;7146;3204;23434
22/04/2020 17:00;ITA;Friuli Venezia Giulia;134;20;154;1154;1308;25;1263;246;2817
22/04/2020 17:00;ITA;Lazio;1384;187;1571;2892;4463;80;1142;370;5975
22/04/2020 17:00;ITA;Liguria;860;92;952;2524;3476;154;2420;1022;6918
22/04/2020 17:00;ITA;Lombardia;9692;817;10509;23733;34242;1161;22110;12740;69092
22/04/2020 17:00;ITA;Marche;735;76;811;2419;3230;47;1849;845;5924
22/04/2020 17:00;ITA;Molise;21;2;23;182;205;2;60;19;284
22/04/2020 17:00;ITA;Piemonte;3213;273;3486;11636;15122;784;5058;2559;22739
22/04/2020 17:00;ITA;Puglia;564;60;624;2250;2874;108;494;362;3730
22/04/2020 17:00;ITA;Sardegna;97;20;117;716;833;11;318;96;1247
22/04/2020 17:00;ITA;Sicilia;500;35;535;1752;2287;48;388;208;2883
22/04/2020 17:00;ITA;Toscana;820;174;994;5173;6167;97;1828;705;8700
22/04/2020 17:00;ITA;Umbria;97;20;117;254;371;4;925;61;1357
22/04/2020 17:00;ITA;Valle d'Aosta;92;8;100;401;501;2;467;127;1095
22/04/2020 17:00;ITA;Veneto;1205;163;1368;8623;9991;334;5566;1181;16738
22/04/2020 17:00;ITA;Trentino Alto Adige;402;53;455;2931;3386;38;2039;637;6062
23/04/2020 17:00;ITA;Abruzzo;322;31;353;1747;2100;52;405;280;2785
23/04/2020 17:00;ITA;Basilicata;61;7;68;161;229;2;103;24;356
23/04/2020 17:00;ITA;Calabria;129;7;136;687;823;9;170;76;1069
23/04/2020 17:00;ITA;Campania;539;47;586;2392;2978;53;928;332;4238
23/04/2020 17:00;ITA;Emilia-Romagna;2889;266;3155;9690;12845;289;7609;3269;23723
23/04/2020 17:00;ITA;Friuli Venezia Giulia;138;18;156;979;1135;41;1467;256;2858
23/04/2020 17:00;ITA;Lazio;1385;186;1571;2915;4486;79;1193;375;6054
23/04/2020 17:00;ITA;Liguria;783;91;874;2592;3466;131;2536;1047;7049
23/04/2020 17:00;ITA;Lombardia;9192;790;9982;23891;33873;1073;23352;12940;70165
23/04/2020 17:00;ITA;Marche;727;71;798;2432;3230;28;1865;857;5952
23/04/2020 17:00;ITA;Molise;19;1;20;178;198;0;66;20;284
23/04/2020 17:00;ITA;Piemonte;3039;261;3300;11852;15152;401;5358;2630;23140
23/04/2020 17:00;ITA;Puglia;536;55;591;2345;2936;109;531;372;3839
23/04/2020 17:00;ITA;Sardegna;90;20;110;707;817;7;339;98;1254
23/04/2020 17:00;ITA;Sicilia;476;34;510;1791;2301;43;412;213;2926
23/04/2020 17:00;ITA;Toscana;791;168;959;5212;6171;80;1886;723;8780
23/04/2020 17:00;ITA;Umbria;100;19;119;236;355;5;946;61;1362
23/04/2020 17:00;ITA;Valle d'Aosta;91;9;100;363;463;1;506;127;1096
23/04/2020 17:00;ITA;Veneto;1189;140;1329;8596;9925;143;5750;1206;16881
23/04/2020 17:00;ITA;Trentino Alto Adige;375;46;421;2944;3365;100;2154;643;6162
24/04/2020 17:00;ITA;Abruzzo;327;28;355;1724;2079;18;438;286;2803
24/04/2020 17:00;ITA;Basilicata;59;7;66;163;229;4;107;24;360
24/04/2020 17:00;ITA;Calabria;123;7;130;691;821;10;178;80;1079
24/04/2020 17:00;ITA;Campania;524;44;568;2375;2943;44;1003;336;4282
24/04/2020 17:00;ITA;Emilia-Romagna;2807;264;3071;9438;12509;247;8158;3303;23970
24/04/2020 17:00;ITA;Friuli Venezia Giulia;136;16;152;1168;1320;24;1304;258;2882
24/04/2020 17:00;ITA;Lazio;1396;184;1580;2912;4492;78;1256;384;6132
24/04/2020 17:00;ITA;Liguria;760;87;847;2590;3437;124;2660;1076;7173
24/04/2020 17:00;ITA;Lombardia;8791;756;9547;24821;34368;1091;23782;13106;71256
24/04/2020 17:00;ITA;Marche;705;61;766;2507;3273;76;1890;865;6028
24/04/2020 17:00;ITA;Molise;19;1;20;180;200;3;67;20;287
24/04/2020 17:00;ITA;Piemonte;2918;257;3175;12216;15391;682;5732;2699;23822
24/04/2020 17:00;ITA;Puglia;496;51;547;2386;2933;42;565;383;3881
24/04/2020 17:00;ITA;Sardegna;95;19;114;690;804;3;351;102;1257
24/04/2020 17:00;ITA;Sicilia;461;32;493;1827;2320;55;443;218;2981
24/04/2020 17:00;ITA;Toscana;738;159;897;5236;6133;97;2002;742;8877
24/04/2020 17:00;ITA;Umbria;94;19;113;209;322;1;979;62;1363
24/04/2020 17:00;ITA;Valle d'Aosta;88;7;95;259;354;4;617;129;1100
24/04/2020 17:00;ITA;Veneto;1159;130;1289;8390;9679;348;6306;1244;17229
24/04/2020 17:00;ITA;Trentino Alto Adige;372;44;416;2504;2920;70;2660;652;6232
25/04/2020 17:00;ITA;Abruzzo;323;26;349;1712;2061;29;478;293;2832
25/04/2020 17:00;ITA;Basilicata;58;7;65;153;218;1;118;25;361
25/04/2020 17:00;ITA;Calabria;125;7;132;679;811;9;197;80;1088
25/04/2020 17:00;ITA;Campania;543;55;598;2337;2935;17;1023;341;4299
25/04/2020 17:00;ITA;Emilia-Romagna;2718;246;2964;9383;12347;239;8515;3347;24209
25/04/2020 17:00;ITA;Friuli Venezia Giulia;122;15;137;947;1084;21;1556;263;2903
25/04/2020 17:00;ITA;Lazio;1421;183;1604;2957;4561;92;1276;387;6224
25/04/2020 17:00;ITA;Liguria;759;83;842;2591;3433;128;2775;1093;7301
25/04/2020 17:00;ITA;Lombardia;8489;724;9213;25260;34473;713;24227;13269;71969
25/04/2020 17:00;ITA;Marche;689;58;747;2525;3272;30;1912;874;6058
25/04/2020 17:00;ITA;Molise;19;1;20;178;198;5;73;21;292
25/04/2020 17:00;ITA;Piemonte;2937;238;3175;12327;15502;604;6157;2767;24426
25/04/2020 17:00;ITA;Puglia;469;48;517;2402;2919;31;602;391;3912
25/04/2020 17:00;ITA;Sardegna;96;18;114;680;794;14;374;103;1271
25/04/2020 17:00;ITA;Sicilia;452;33;485;1787;2272;39;524;224;3020
25/04/2020 17:00;ITA;Toscana;687;166;853;5293;6146;138;2109;760;9015
25/04/2020 17:00;ITA;Umbria;95;18;113;184;297;3;1006;63;1366
25/04/2020 17:00;ITA;Valle d'Aosta;83;6;89;224;313;0;657;130;1100
25/04/2020 17:00;ITA;Veneto;1105;129;1234;8198;9432;162;6671;1288;17391
25/04/2020 17:00;ITA;Trentino Alto Adige;343;41;384;2395;2779;82;2870;665;6314
26/04/2020 17:00;ITA;Abruzzo;324;24;348;1720;2068;27;496;295;2859
26/04/2020 17:00;ITA;Basilicata;57;7;64;155;219;5;122;25;366
26/04/2020 17:00;ITA;Calabria;118;8;126;671;797;1;212;80;1089
26/04/2020 17:00;ITA;Campania;536;45;581;2343;2924;32;1062;345;4331
26/04/2020 17:00;ITA;Emilia-Romagna;2695;245;2940;9401;12341;241;8723;3386;24450
26/04/2020 17:00;ITA;Friuli Venezia Giulia;129;13;142;1106;1248;14;1405;264;2917
26/04/2020 17:00;ITA;Lazio;1442;161;1603;2970;4573;85;1347;389;6309
26/04/2020 17:00;ITA;Liguria;748;82;830;2650;3480;187;2894;1114;7488
26/04/2020 17:00;ITA;Lombardia;8481;706;9187;25979;35166;920;24398;13325;72889
26/04/2020 17:00;ITA;Marche;668;58;726;2582;3308;53;1924;879;6111
26/04/2020 17:00;ITA;Molise;20;1;21;179;200;4;75;21;296
26/04/2020 17:00;ITA;Piemonte;2866;214;3080;12439;15519;394;6478;2823;24820
26/04/2020 17:00;ITA;Puglia;464;48;512;2425;2937;36;612;399;3948
26/04/2020 17:00;ITA;Sardegna;95;20;115;668;783;9;388;109;1280
26/04/2020 17:00;ITA;Sicilia;445;33;478;1629;2107;35;720;228;3055
26/04/2020 17:00;ITA;Toscana;677;158;835;5234;6069;132;2300;778;9147
26/04/2020 17:00;ITA;Umbria;91;17;108;188;296;2;1008;64;1368
26/04/2020 17:00;ITA;Valle d'Aosta;82;7;89;165;254;6;721;131;1106
26/04/2020 17:00;ITA;Veneto;1097;124;1221;7917;9138;80;7018;1315;17471
26/04/2020 17:00;ITA;Trentino Alto Adige;337;38;375;2301;2676;61;3025;674;6375
27/04/2020 17:00;ITA;Abruzzo;328;23;351;1679;2030;15;545;299;2874
27/04/2020 17:00;ITA;Basilicata;57;7;64;153;217;0;124;25;366
27/04/2020 17:00;ITA;Calabria;114;6;120;662;782;7;231;83;1096
27/04/2020 17:00;ITA;Campania;541;37;578;2299;2877;18;1120;352;4349
27/04/2020 17:00;ITA;Emilia-Romagna;2640;247;2887;9338;12225;212;9006;3431;24662
27/04/2020 17:00;ITA;Friuli Venezia Giulia;130;13;143;1115;1258;60;1448;271;2977
27/04/2020 17:00;ITA;Lazio;1464;143;1607;2955;4562;83;1433;397;6392
27/04/2020 17:00;ITA;Liguria;754;83;837;2743;3580;154;2934;1128;7642
27/04/2020 17:00;ITA;Lombardia;7525;680;8205;27236;35441;590;24589;13449;73479
27/04/2020 17:00;ITA;Marche;667;58;725;2585;3310;16;1933;884;6127
27/04/2020 17:00;ITA;Molise;20;1;21;179;200;0;75;21;296
27/04/2020 17:00;ITA;Piemonte;2830;214;3044;12464;15508;278;6712;2878;25098
27/04/2020 17:00;ITA;Puglia;449;51;500;2412;2912;10;641;405;3958
27/04/2020 17:00;ITA;Sardegna;97;19;116;660;776;3;398;109;1283
27/04/2020 17:00;ITA;Sicilia;440;35;475;1648;2123;30;731;231;3085
27/04/2020 17:00;ITA;Toscana;671;154;825;5158;5983;32;2401;795;9179
27/04/2020 17:00;ITA;Umbria;90;16;106;181;287;2;1018;65;1370
27/04/2020 17:00;ITA;Valle d'Aosta;86;7;93;142;235;5;743;133;1111
27/04/2020 17:00;ITA;Veneto;1099;123;1222;7638;8860;108;7375;1344;17579
27/04/2020 17:00;ITA;Trentino Alto Adige;351;39;390;2257;2647;116;3167;677;6491
28/04/2020 17:00;ITA;Abruzzo;312;21;333;1657;1990;25;599;310;2899
28/04/2020 17:00;ITA;Basilicata;56;7;63;142;205;0;136;25;366
28/04/2020 17:00;ITA;Calabria;113;6;119;645;764;1;248;85;1097
28/04/2020 17:00;ITA;Campania;544;33;577;2225;2802;31;1220;358;4380
28/04/2020 17:00;ITA;Emilia-Romagna;2574;228;2802;9201;12003;252;9439;3472;24914
28/04/2020 17:00;ITA;Friuli Venezia Giulia;136;13;149;1090;1239;18;1478;278;2995
28/04/2020 17:00;ITA;Lazio;1468;132;1600;2962;4562;75;1491;414;6467
28/04/2020 17:00;ITA;Liguria;718;81;799;2772;3571;130;3060;1141;7772
28/04/2020 17:00;ITA;Lombardia;7280;655;7935;27809;35744;869;25029;13575;74348
28/04/2020 17:00;ITA;Marche;666;58;724;2610;3334;48;1948;893;6175
28/04/2020 17:00;ITA;Molise;18;1;19;176;195;1;81;21;297
28/04/2020 17:00;ITA;Piemonte;2701;202;2903;12603;15506;352;7008;2936;25450
28/04/2020 17:00;ITA;Puglia;448;51;499;2420;2919;22;654;407;3980
28/04/2020 17:00;ITA;Sardegna;96;18;114;658;772;2;404;109;1285
28/04/2020 17:00;ITA;Sicilia;428;34;462;1681;2143;35;745;232;3120
28/04/2020 17:00;ITA;Toscana;619;144;763;5133;5896;52;2524;811;9231
28/04/2020 17:00;ITA;Umbria;80;17;97;178;275;9;1039;65;1379
28/04/2020 17:00;ITA;Valle d'Aosta;81;5;86;123;209;8;775;135;1119
28/04/2020 17:00;ITA;Veneto;1067;120;1187;7414;8601;129;7699;1408;17708
28/04/2020 17:00;ITA;Trentino Alto Adige;318;37;355;2120;2475;32;3364;684;6523
29/04/2020 17:00;ITA;Abruzzo;309;19;328;1648;1976;24;632;315;2923
29/04/2020 17:00;ITA;Basilicata;51;4;55;139;194;0;147;25;366
29/04/2020 17:00;ITA;Calabria;107;6;113;640;753;5;263;86;1102
29/04/2020 17:00;ITA;Campania;518;31;549;2233;2782;30;1269;359;4410
29/04/2020 17:00;ITA;Emilia-Romagna;2527;226;2753;9109;11862;263;9803;3512;25177
29/04/2020 17:00;ITA;Friuli Venezia Giulia;134;12;146;1081;1227;15;1498;285;3010
29/04/2020 17:00;ITA;Lazio;1445;130;1575;2960;4535;78;1579;431;6545
29/04/2020 17:00;ITA;Liguria;697;70;767;2809;3576;117;3161;1152;7889
29/04/2020 17:00;ITA;Lombardia;7120;634;7754;28368;36122;786;25333;13679;75134
29/04/2020 17:00;ITA;Marche;640;52;692;2655;3347;35;1964;899;6210
29/04/2020 17:00;ITA;Molise;17;1;18;175;193;0;83;21;297
29/04/2020 17:00;ITA;Piemonte;2637;202;2839;12682;15521;411;7337;3003;25861
29/04/2020 17:00;ITA;Puglia;449;47;496;2431;2927;49;692;410;4029
29/04/2020 17:00;ITA;Sardegna;87;17;104;657;761;5;413;116;1290
29/04/2020 17:00;ITA;Sicilia;415;34;449;1696;2145;20;763;232;3140
29/04/2020 17:00;ITA;Toscana;576;139;715;4948;5663;61;2802;827;9292
29/04/2020 17:00;ITA;Umbria;77;16;93;168;261;12;1064;66;1391
29/04/2020 17:00;ITA;Valle d'Aosta;78;5;83;52;135;5;852;137;1124
29/04/2020 17:00;ITA;Veneto;1042;114;1156;7213;8369;117;8019;1437;17825
29/04/2020 17:00;ITA;Trentino Alto Adige;284;36;320;1988;2308;53;3578;690;6576
30/04/2020 17:00;ITA;Abruzzo;306;16;322;1593;1915;7;695;320;2930
30/04/2020 17:00;ITA;Basilicata;49;4;53;139;192;1;150;25;367
30/04/2020 17:00;ITA;Calabria;105;6;111;629;740;6;282;86;1108
30/04/2020 17:00;ITA;Campania;484;29;513;2260;2773;13;1291;359;4423
30/04/2020 17:00;ITA;Emilia-Romagna;2146;206;2352;7211;9563;259;12322;3551;25436
30/04/2020 17:00;ITA;Friuli Venezia Giulia;109;11;120;1050;1170;15;1566;289;3025
30/04/2020 17:00;ITA;Lazio;1417;115;1532;2936;4468;71;1707;441;6616
30/04/2020 17:00;ITA;Liguria;676;69;745;2806;3551;104;3275;1167;7993
30/04/2020 17:00;ITA;Lombardia;6834;605;7439;28772;36211;598;25749;13772;75732
30/04/2020 17:00;ITA;Marche;465;48;513;2697;3210;37;2131;906;6247
30/04/2020 17:00;ITA;Molise;17;1;18;172;190;1;87;21;298
30/04/2020 17:00;ITA;Piemonte;2621;199;2820;12673;15493;428;7730;3066;26289
30/04/2020 17:00;ITA;Puglia;439;42;481;2468;2949;43;708;415;4072
30/04/2020 17:00;ITA;Sardegna;87;16;103;641;744;5;435;116;1295
30/04/2020 17:00;ITA;Sicilia;408;33;441;1716;2157;26;774;235;3166
30/04/2020 17:00;ITA;Toscana;546;126;672;4912;5584;60;2926;842;9352
30/04/2020 17:00;ITA;Umbria;68;16;84;149;233;1;1092;67;1392
30/04/2020 17:00;ITA;Valle d'Aosta;76;4;80;9;89;4;902;137;1128
30/04/2020 17:00;ITA;Veneto;1012;114;1126;7021;8147;135;8354;1459;17960
30/04/2020 17:00;ITA;Trentino Alto Adige;284;34;318;1854;2172;58;3769;693;6634
01/05/2020 17:00;ITA;Abruzzo;297;16;313;1598;1911;18;713;324;2948
01/05/2020 17:00;ITA;Basilicata;49;4;53;140;193;11;160;25;378
01/05/2020 17:00;ITA;Calabria;105;3;108;619;727;4;299;86;1112
01/05/2020 17:00;ITA;Campania;478;29;507;2246;2753;21;1332;359;4444
01/05/2020 17:00;ITA;Emilia-Romagna;2112;197;2309;7175;9484;208;12581;3579;25644
01/05/2020 17:00;ITA;Friuli Venezia Giulia;131;6;137;978;1115;16;1632;294;3041
01/05/2020 17:00;ITA;Lazio;1372;105;1477;2969;4446;56;1744;482;6672
01/05/2020 17:00;ITA;Liguria;666;68;734;2784;3518;133;3424;1184;8126
01/05/2020 17:00;ITA;Lombardia;6628;563;7191;29282;36473;737;26136;13860;76469
01/05/2020 17:00;ITA;Marche;413;44;457;2754;3211;28;2153;911;6275
01/05/2020 17:00;ITA;Molise;17;1;18;172;190;2;89;21;300
01/05/2020 17:00;ITA;Piemonte;2503;181;2684;12878;15562;395;8025;3097;26684
01/05/2020 17:00;ITA;Puglia;428;39;467;2480;2947;27;731;421;4099
01/05/2020 17:00;ITA;Sardegna;84;12;96;648;744;18;452;117;1313
01/05/2020 17:00;ITA;Sicilia;399;30;429;1742;2171;28;786;237;3194
01/05/2020 17:00;ITA;Toscana;520;124;644;4729;5373;93;3218;854;9445
01/05/2020 17:00;ITA;Umbria;60;13;73;131;204;1;1121;68;1393
01/05/2020 17:00;ITA;Valle d'Aosta;72;3;75;17;92;5;904;137;1133
01/05/2020 17:00;ITA;Veneto;977;110;1087;6692;7779;138;8840;1479;18098
01/05/2020 17:00;ITA;Trentino Alto Adige;258;30;288;1762;2050;26;3909;701;6660
02/05/2020 17:00;ITA;Abruzzo;303;16;319;1560;1879;16;758;327;2964
02/05/2020 17:00;ITA;Basilicata;48;4;52;139;191;2;164;25;380
02/05/2020 17:00;ITA;Calabria;100;4;104;609;713;0;311;88;1112
02/05/2020 17:00;ITA;Campania;470;27;497;2224;2721;15;1376;362;4459
02/05/2020 17:00;ITA;Emilia-Romagna;2033;196;2229;7094;9323;206;12913;3614;25850
02/05/2020 17:00;ITA;Friuli Venezia Giulia;131;5;136;973;1109;18;1655;295;3059
02/05/2020 17:00;ITA;Lazio;1370;96;1466;2986;4452;84;1807;497;6756
02/05/2020 17:00;ITA;Liguria;647;68;715;2883;3598;186;3519;1195;8312
02/05/2020 17:00;ITA;Lombardia;6529;545;7074;29593;36667;533;26146;14189;77002
02/05/2020 17:00;ITA;Marche;399;46;445;2760;3205;23;2177;916;6298
02/05/2020 17:00;ITA;Molise;9;1;10;172;182;1;98;21;301
02/05/2020 17:00;ITA;Piemonte;2550;178;2728;12991;15719;495;8334;3126;27179
02/05/2020 17:00;ITA;Puglia;416;39;455;2499;2954;34;757;422;4133
02/05/2020 17:00;ITA;Sardegna;86;13;99;631;730;2;466;119;1315
02/05/2020 17:00;ITA;Sicilia;396;30;426;1760;2186;19;787;240;3213
02/05/2020 17:00;ITA;Toscana;519;118;637;4728;5365;80;3297;863;9525
02/05/2020 17:00;ITA;Umbria;60;13;73;123;196;1;1130;68;1394
02/05/2020 17:00;ITA;Valle d'Aosta;70;3;73;25;98;3;901;137;1136
02/05/2020 17:00;ITA;Veneto;970;108;1078;6353;7431;126;9291;1502;18224
02/05/2020 17:00;ITA;Trentino Alto Adige;251;29;280;1705;1985;56;4027;704;6716
03/05/2020 17:00;ITA;Abruzzo;300;16;316;1552;1868;32;798;330;2996
03/05/2020 17:00;ITA;Basilicata;48;3;51;143;194;6;167;25;386
03/05/2020 17:00;ITA;Calabria;95;4;99;603;702;2;324;88;1114
03/05/2020 17:00;ITA;Campania;455;30;485;2241;2726;25;1394;364;4484
03/05/2020 17:00;ITA;Emilia-Romagna;1997;197;2194;6851;9045;166;13329;3642;26016
03/05/2020 17:00;ITA;Friuli Venezia Giulia;131;6;137;950;1087;13;1688;297;3072
03/05/2020 17:00;ITA;Lazio;1346;95;1441;2944;4385;53;1916;508;6809
03/05/2020 17:00;ITA;Liguria;627;68;695;2856;3551;47;3599;1209;8359
03/05/2020 17:00;ITA;Lombardia;6609;532;7141;29785;36926;526;26371;14231;77528
03/05/2020 17:00;ITA;Marche;400;43;443;2755;3198;21;2194;927;6319
03/05/2020 17:00;ITA;Molise;8;1;9;172;181;0;98;22;301
03/05/2020 17:00;ITA;Piemonte;2496;169;2665;12973;15638;251;8640;3152;27430
03/05/2020 17:00;ITA;Puglia;410;40;450;2505;2955;11;765;424;4144
03/05/2020 17:00;ITA;Sardegna;92;10;102;587;689;4;511;119;1319
03/05/2020 17:00;ITA;Sicilia;383;29;412;1791;2203;27;795;242;3240
03/05/2020 17:00;ITA;Toscana;513;112;625;4703;5328;38;3363;872;9563
03/05/2020 17:00;ITA;Umbria;58;13;71;112;183;0;1143;68;1394
03/05/2020 17:00;ITA;Valle d'Aosta;74;2;76;33;109;6;895;138;1142
03/05/2020 17:00;ITA;Veneto;955;103;1058;6241;7299;94;9503;1516;18318
03/05/2020 17:00;ITA;Trentino Alto Adige;245;28;273;1639;1912;67;4161;710;6783
04/05/2020 17:00;ITA;Abruzzo;301;15;316;1521;1837;4;831;332;3000
04/05/2020 17:00;ITA;Basilicata;50;3;53;120;173;0;188;25;386
04/05/2020 17:00;ITA;Calabria;93;4;97;577;674;4;356;88;1118
04/05/2020 17:00;ITA;Campania;438;24;462;2249;2711;14;1421;366;4498
04/05/2020 17:00;ITA;Emilia-Romagna;1968;199;2167;6817;8984;159;13525;3666;26175
04/05/2020 17:00;ITA;Friuli Venezia Giulia;130;4;134;916;1050;4;1727;299;3076
04/05/2020 17:00;ITA;Lazio;1335;95;1430;2955;4385;38;1938;524;6847
04/05/2020 17:00;ITA;Liguria;606;72;678;2830;3508;53;3683;1221;8412
04/05/2020 17:00;ITA;Lombardia;6414;532;6946;30361;37307;577;26504;14294;78105
04/05/2020 17:00;ITA;Marche;389;44;433;2773;3206;44;2225;932;6363
04/05/2020 17:00;ITA;Molise;9;1;10;168;178;0;101;22;301
04/05/2020 17:00;ITA;Piemonte;2391;161;2552;13010;15562;192;8874;3186;27622
04/05/2020 17:00;ITA;Puglia;397;39;436;2509;2945;9;779;429;4153
04/05/2020 17:00;ITA;Sardegna;91;9;100;553;653;-2;545;119;1317
04/05/2020 17:00;ITA;Sicilia;376;27;403;1799;2202;15;809;244;3255
04/05/2020 17:00;ITA;Toscana;512;107;619;4660;5279;38;3441;881;9601
04/05/2020 17:00;ITA;Umbria;56;13;69;112;181;0;1143;70;1394
04/05/2020 17:00;ITA;Valle d'Aosta;74;2;76;34;110;1;894;139;1143
04/05/2020 17:00;ITA;Veneto;955;101;1056;6178;7234;55;9611;1528;18373
04/05/2020 17:00;ITA;Trentino Alto Adige;238;27;265;1536;1801;16;4284;714;6799
05/05/2020 17:00;ITA;Abruzzo;289;11;300;1509;1809;25;881;335;3025
05/05/2020 17:00;ITA;Basilicata;50;3;53;124;177;10;194;25;396
05/05/2020 17:00;ITA;Calabria;92;4;96;554;650;1;381;88;1119
05/05/2020 17:00;ITA;Campania;408;25;433;2097;2530;20;1619;369;4518
05/05/2020 17:00;ITA;Emilia-Romagna;1917;191;2108;6573;8681;100;13889;3705;26275
05/05/2020 17:00;ITA;Friuli Venezia Giulia;120;4;124;860;984;9;1798;303;3085
05/05/2020 17:00;ITA;Lazio;1315;91;1406;2964;4370;67;2010;534;6914
05/05/2020 17:00;ITA;Liguria;583;68;651;2776;3427;63;3816;1232;8475
05/05/2020 17:00;ITA;Lombardia;6201;509;6710;30382;37092;500;27124;14389;78605
05/05/2020 17:00;ITA;Marche;387;42;429;2790;3219;29;2237;936;6392
05/05/2020 17:00;ITA;Molise;9;1;10;167;177;0;102;22;301
05/05/2020 17:00;ITA;Piemonte;2307;155;2462;12861;15323;152;9235;3216;27774
05/05/2020 17:00;ITA;Puglia;384;39;423;2516;2939;17;798;433;4170
05/05/2020 17:00;ITA;Sardegna;94;9;103;539;642;1;557;119;1318
05/05/2020 17:00;ITA;Sicilia;367;26;393;1809;2202;12;818;247;3267
05/05/2020 17:00;ITA;Toscana;484;111;595;4595;5190;30;3552;889;9631
05/05/2020 17:00;ITA;Umbria;56;11;67;109;176;6;1154;70;1400
05/05/2020 17:00;ITA;Valle d'Aosta;56;3;59;51;110;0;894;139;1143
05/05/2020 17:00;ITA;Veneto;926;98;1024;6092;7116;29;9741;1545;18402
05/05/2020 17:00;ITA;Trentino Alto Adige;225;26;251;1402;1653;4;4431;719;6803
06/05/2020 17:00;ITA;Abruzzo;285;11;296;1495;1791;22;915;341;3047
06/05/2020 17:00;ITA;Basilicata;47;3;50;122;172;3;202;25;399
06/05/2020 17:00;ITA;Calabria;87;3;90;554;644;3;389;89;1122
06/05/2020 17:00;ITA;Campania;433;25;458;1882;2340;14;1816;376;4532
06/05/2020 17:00;ITA;Emilia-Romagna;1816;176;1992;6399;8391;104;14251;3737;26379
06/05/2020 17:00;ITA;Friuli Venezia Giulia;115;3;118;844;962;9;1826;306;3094
06/05/2020 17:00;ITA;Lazio;1351;91;1442;2991;4433;81;2024;538;6995
06/05/2020 17:00;ITA;Liguria;548;59;607;2699;3306;76;4002;1243;8551
06/05/2020 17:00;ITA;Lombardia;6079;480;6559;25194;31753;764;33005;14611;79369
06/05/2020 17:00;ITA;Marche;353;42;395;2841;3236;29;2242;943;6421
06/05/2020 17:00;ITA;Molise;9;0;9;170;179;3;103;22;304
06/05/2020 17:00;ITA;Piemonte;2147;150;2297;12561;14858;165;9834;3247;27939
06/05/2020 17:00;ITA;Puglia;365;36;401;2502;2903;26;855;438;4196
06/05/2020 17:00;ITA;Sardegna;91;11;102;521;623;1;577;119;1319
06/05/2020 17:00;ITA;Sicilia;359;25;384;1817;2201;14;830;250;3281
06/05/2020 17:00;ITA;Toscana;462;92;554;4534;5088;26;3670;899;9657
06/05/2020 17:00;ITA;Umbria;55;9;64;107;171;4;1163;70;1404
06/05/2020 17:00;ITA;Valle d'Aosta;50;3;53;74;127;3;880;139;1146
06/05/2020 17:00;ITA;Veneto;902;90;992;5797;6789;77;10122;1568;18479
06/05/2020 17:00;ITA;Trentino Alto Adige;215;24;239;1322;1561;20;4539;723;6823
07/05/2020 17:00;ITA;Abruzzo;263;12;275;1495;1770;25;954;348;3072
07/05/2020 17:00;ITA;Basilicata;48;2;50;105;155;-16;202;26;383
07/05/2020 17:00;ITA;Calabria;81;2;83;550;633;3;403;89;1125
07/05/2020 17:00;ITA;Campania;415;27;442;1697;2139;9;2023;379;4541
