Anno;Grado;Materia;Ordinatore;Ripartizione_geografica;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2018-19;8;Inglese R;20;Campania;191,48;2,20;38,77;0,99;126,10;164,40;219,06;260,41
2018-19;8;Inglese R;21;Puglia;199,08;2,10;37,31;0,91;137,92;173,19;227,10;262,67
2018-19;8;Inglese R;22;Sud e Isole;187,42;1,72;39,48;0,79;123,70;159,77;215,34;257,28
2018-19;8;Inglese R;23;Basilicata;198,85;2,30;37,68;1,00;132,72;174,09;227,76;260,45
2018-19;8;Inglese R;24;Calabria;187,93;2,96;38,53;1,34;124,50;160,13;215,44;253,33
2018-19;8;Inglese R;25;Sicilia;185,21;2,68;40,25;1,25;118,61;157,30;213,32;258,83
2018-19;8;Inglese R;26;Sardegna;190,79;2,26;37,48;1,00;130,68;163,79;217,23;260,41
2018-19;8;Inglese R;99;Italia;203,33;0,65;37,12;0,28;140,67;177,49;230,52;263,30
2018-19;13;Inglese R;1;Nord Ovest;212,64;1,74;36,43;0,72;150,52;186,23;243,94;265,90
2018-19;13;Inglese R;2;Valle d'Aosta;212,09;6,30;36,58;2,62;151,20;184,13;243,94;265,90
2018-19;13;Inglese R;3;Piemonte;207,70;2,86;36,69;1,20;146,32;180,62;235,77;265,10
2018-19;13;Inglese R;4;Liguria;206,76;3,54;38,05;1,52;142,14;178,78;237,93;265,10
2018-19;13;Inglese R;5;Lombardia;215,74;2,41;35,70;0,98;154,19;189,76;245,95;265,90
2018-19;13;Inglese R;6;Nord Est;212,17;1,76;36,64;0,73;150,52;186,23;243,23;265,90
2018-19;13;Inglese R;7;Prov. Aut. Bolzano (l. it.);218,96;6,60;34,05;2,60;160,84;193,45;250,69;265,10
2018-19;13;Inglese R;8;Prov. Aut. Trento;221,59;3,92;34,29;1,54;161,61;197,42;252,19;267,38
2018-19;13;Inglese R;9;Veneto;213,21;2,89;35,92;1,19;152,51;186,81;243,98;265,90
2018-19;13;Inglese R;10;Friuli-Venezia Giulia;215,54;3,86;38,08;1,62;150,45;189,58;246,61;265,90
2018-19;13;Inglese R;11;Emilia-Romagna;208,72;2,85;37,05;1,20;147,23;181,74;237,93;265,10
2018-19;13;Inglese R;12;Centro;200,20;1,82;39,84;0,81;136,60;169,79;231,80;264,56
2018-19;13;Inglese R;13;Toscana;204,10;3,35;39,66;1,48;139,75;172,93;236,17;265,10
2018-19;13;Inglese R;14;Umbria;195,83;3,56;37,58;1,56;136,60;169,79;222,61;263,72
2018-19;13;Inglese R;15;Marche;202,74;3,76;38,94;1,65;141,72;172,93;232,36;265,10
2018-19;13;Inglese R;16;Lazio;197,72;2,87;40,29;1,30;131,79;167,55;229,24;264,56
2018-19;13;Inglese R;17;Sud;189,17;2,02;39,64;0,92;126,48;159,65;218,79;259,74
2018-19;13;Inglese R;18;Abruzzo;193,90;3,36;38,74;1,50;134,09;164,64;221,83;261,02
2018-19;13;Inglese R;19;Molise;189,12;4,81;38,37;2,17;132,89;160,80;215,86;259,74
2018-19;13;Inglese R;20;Campania;187,67;3,12;40,20;1,45;123,68;158,17;218,13;259,74
2018-19;13;Inglese R;21;Puglia;190,26;3,10;38,91;1,40;128,75;161,61;218,79;257,41
2018-19;13;Inglese R;22;Sud e Isole;183,74;1,97;38,81;0,90;126,15;154,43;209,65;257,41
2018-19;13;Inglese R;23;Basilicata;183,98;4,64;41,00;2,19;122,58;153,75;213,65;257,21
2018-19;13;Inglese R;24;Calabria;180,37;3,50;38,36;1,61;123,68;153,40;205,42;257,21
2018-19;13;Inglese R;25;Sicilia;184,89;3,07;38,21;1,39;128,18;157,32;210,92;257,41
2018-19;13;Inglese R;26;Sardegna;184,45;3,62;40,22;1,69;123,68;155,04;212,08;259,74
2018-19;13;Inglese R;99;Italia;200,00;0,93;40,00;0,42;135,62;169,83;231,80;264,56
2018-19;2;Italiano;1;Nord Ovest;200,48;1,24;40,28;0,56;136,70;170,31;226,35;265,54
2018-19;2;Italiano;2;Valle d'Aosta;208,26;1,97;39,16;0,85;136,70;179,73;237,35;265,54
2018-19;2;Italiano;3;Piemonte;204,27;2,59;40,56;1,15;136,70;179,73;237,35;265,54
2018-19;2;Italiano;4;Liguria;200,78;2,60;40,55;1,17;136,70;170,31;226,35;265,54
2018-19;2;Italiano;5;Lombardia;198,83;1,54;40,03;0,69;136,70;170,31;226,35;265,54
2018-19;2;Italiano;6;Nord Est;200,38;1,27;40,56;0,57;136,70;170,31;226,35;265,54
2018-19;2;Italiano;7;Prov. Aut. Bolzano (l. it.);194,15;0,00;39,45;0,84;136,70;160,30;226,35;265,54
2018-19;2;Italiano;8;Prov. Aut. Trento;201,39;2,26;40,61;1,01;136,70;170,31;226,35;265,54
2018-19;2;Italiano;9;Veneto;200,33;2,20;40,59;0,99;136,70;170,31;226,35;265,54
2018-19;2;Italiano;10;Friuli-Venezia Giulia;203,49;2,54;39,86;1,13;136,70;179,73;226,35;265,54
2018-19;2;Italiano;11;Emilia-Romagna;199,76;1,96;40,68;0,88;136,70;170,31;226,35;265,54
2018-19;2;Italiano;12;Centro;201,13;1,07;39,16;0,47;136,70;170,31;226,35;265,54
2018-19;2;Italiano;13;Toscana;197,48;1,74;39,18;0,77;136,70;170,31;226,35;265,54
2018-19;2;Italiano;14;Umbria;211,47;1,91;39,40;0,82;149,32;188,82;237,35;287,27
2018-19;2;Italiano;15;Marche;208,63;2,57;38,94;1,11;149,32;179,73;237,35;265,54
2018-19;2;Italiano;16;Lazio;199,90;1,61;38,66;0,71;136,70;170,31;226,35;265,54
2018-19;2;Italiano;17;Sud;199,15;1,69;39,86;0,76;136,70;170,31;226,35;265,54
2018-19;2;Italiano;18;Abruzzo;204,24;2,47;40,10;1,09;136,70;179,73;237,35;265,54
2018-19;2;Italiano;19;Molise;209,24;2,09;37,78;0,89;149,32;188,82;237,35;265,54
2018-19;2;Italiano;20;Campania;195,71;2,55;39,86;1,15;136,70;170,31;226,35;265,54
2018-19;2;Italiano;21;Puglia;202,33;2,69;39,37;1,19;136,70;179,73;226,35;265,54
2018-19;2;Italiano;22;Sud e Isole;198,31;1,67;39,99;0,75;136,70;170,31;226,35;265,54
2018-19;2;Italiano;23;Basilicata;211,42;2,63;39,37;1,13;136,70;179,73;237,35;265,54
2018-19;2;Italiano;24;Calabria;198,23;2,97;40,43;1,34;136,70;170,31;226,35;265,54
2018-19;2;Italiano;25;Sicilia;197,55;2,66;40,37;1,20;136,70;170,31;226,35;265,54
2018-19;2;Italiano;26;Sardegna;196,72;1,33;37,43;0,58;136,70;170,31;226,35;249,99
2018-19;2;Italiano;99;Italia;200,00;0,62;40,00;0,28;136,70;170,31;226,35;265,54
2018-19;5;Italiano;1;Nord Ovest;203,69;1,16;39,20;0,51;139,57;178,84;229,27;262,78
2018-19;5;Italiano;2;Valle d'Aosta;208,62;1,95;38,03;0,83;139,57;183,36;236,04;262,78
2018-19;5;Italiano;3;Piemonte;204,34;2,20;39,62;0,97;139,57;178,84;229,27;262,78
2018-19;5;Italiano;4;Liguria;202,84;2,82;39,58;1,25;133,62;178,84;229,27;262,78
2018-19;5;Italiano;5;Lombardia;203,47;1,52;39,00;0,67;139,57;178,84;229,27;262,78
2018-19;5;Italiano;6;Nord Est;200,79;1,31;39,92;0,58;133,62;174,31;229,27;262,78
2018-19;5;Italiano;7;Prov. Aut. Bolzano (l. it.);194,67;0,00;39,14;1,13;133,62;165,10;223,10;262,78
2018-19;5;Italiano;8;Prov. Aut. Trento;200,53;1,96;36,17;0,83;139,57;178,84;223,10;262,78
2018-19;5;Italiano;9;Veneto;200,48;1,85;39,19;0,82;133,62;174,31;229,27;262,78
2018-19;5;Italiano;10;Friuli-Venezia Giulia;201,12;2,98;38,93;1,31;133,62;174,31;229,27;262,78
2018-19;5;Italiano;11;Emilia-Romagna;201,28;2,47;41,41;1,12;133,62;169,74;229,27;262,78
2018-19;5;Italiano;12;Centro;202,89;1,20;39,83;0,53;133,62;174,31;229,27;262,78
2018-19;5;Italiano;13;Toscana;200,17;1,96;41,40;0,89;133,62;169,74;229,27;262,78
2018-19;5;Italiano;14;Umbria;209,99;2,78;39,25;1,20;139,57;187,90;236,04;276,22
2018-19;5;Italiano;15;Marche;209,96;2,14;38,05;0,91;145,15;183,36;236,04;276,22
2018-19;5;Italiano;16;Lazio;201,69;1,94;39,03;0,86;133,62;174,31;229,27;262,78
2018-19;5;Italiano;17;Sud;197,08;1,55;39,80;0,70;133,62;169,74;223,10;262,78
2018-19;5;Italiano;18;Abruzzo;203,38;2,34;41,34;1,06;133,62;174,31;229,27;276,22
2018-19;5;Italiano;19;Molise;205,29;2,33;39,11;1,02;139,57;174,31;229,27;276,22
2018-19;5;Italiano;20;Campania;193,44;2,27;39,07;1,02;127,19;165,10;223,10;262,78
2018-19;5;Italiano;21;Puglia;200,50;2,52;39,90;1,12;133,62;174,31;229,27;262,78
2018-19;5;Italiano;22;Sud e Isole;192,32;1,70;40,70;0,78;127,19;160,36;223,10;262,78
2018-19;5;Italiano;23;Basilicata;204,60;2,53;37,83;1,09;145,15;178,84;229,27;262,78
2018-19;5;Italiano;24;Calabria;190,19;2,29;40,52;1,06;127,19;160,36;217,37;262,78
2018-19;5;Italiano;25;Sicilia;190,79;2,73;40,93;1,27;127,19;160,36;217,37;262,78
2018-19;5;Italiano;26;Sardegna;196,25;2,66;40,12;1,20;133,62;174,31;223,10;262,78
2018-19;5;Italiano;99;Italia;200,00;0,63;40,00;0,28;133,62;169,74;229,27;262,78
2018-19;8;Italiano;1;Nord Ovest;203,29;0,97;35,82;0,41;142,47;180,25;227,72;260,11
2018-19;8;Italiano;2;Valle d'Aosta;205,73;1,32;33,34;0,53;148,66;182,81;227,96;259,49
2018-19;8;Italiano;3;Piemonte;202,95;1,51;34,73;0,62;143,80;181,26;225,85;260,11
2018-19;8;Italiano;4;Liguria;199,15;1,35;35,54;0,57;138,69;174,72;223,03;257,72
2018-19;8;Italiano;5;Lombardia;203,93;1,36;36,28;0,58;141,34;181,27;229,36;260,13
2018-19;8;Italiano;6;Nord Est;205,37;0,81;35,05;0,34;146,37;182,79;229,77;262,16
2018-19;8;Italiano;7;Prov. Aut. Bolzano (l. it.);193,06;2,80;34,89;1,19;133,27;169,50;218,45;246,60
2018-19;8;Italiano;8;Prov. Aut. Trento;203,99;1,40;34,23;0,57;148,66;181,27;227,70;260,11
2018-19;8;Italiano;9;Veneto;205,46;1,10;33,59;0,45;147,79;182,81;227,96;259,89
2018-19;8;Italiano;10;Friuli-Venezia Giulia;206,85;1,62;35,06;0,67;148,66;182,31;232,89;263,02
2018-19;8;Italiano;11;Emilia-Romagna;205,49;1,60;36,68;0,68;141,34;182,81;229,77;267,05
2018-19;8;Italiano;12;Centro;201,50;0,96;36,01;0,41;141,90;177,59;225,85;260,11
2018-19;8;Italiano;13;Toscana;203,43;1,39;34,95;0,58;144,26;181,36;227,52;260,11
2018-19;8;Italiano;14;Umbria;200,23;2,00;35,59;0,84;137,64;177,37;224,92;256,72
2018-19;8;Italiano;15;Marche;207,74;1,78;36,72;0,75;145,51;185,33;230,40;267,93
2018-19;8;Italiano;16;Lazio;198,85;1,59;36,26;0,68;138,69;174,48;224,07;256,66
2018-19;8;Italiano;17;Sud;194,33;1,20;37,11;0,53;132,14;169,13;219,82;253,96
2018-19;8;Italiano;18;Abruzzo;201,27;1,76;35,83;0,74;141,90;177,14;225,06;255,22
2018-19;8;Italiano;19;Molise;197,67;2,53;34,47;1,06;140,56;174,48;220,26;260,11
2018-19;8;Italiano;20;Campania;190,20;1,75;37,65;0,78;127,47;164,80;215,77;252,36
2018-19;8;Italiano;21;Puglia;198,60;1,83;35,96;0,78;136,78;174,48;222,94;256,72
2018-19;8;Italiano;22;Sud e Isole;188,09;1,49;37,10;0,66;126,41;162,01;214,19;247,20
2018-19;8;Italiano;23;Basilicata;197,61;2,07;37,21;0,90;135,31;173,58;221,13;258,23
2018-19;8;Italiano;24;Calabria;185,79;2,49;36,84;1,11;125,36;159,13;213,01;245,05
2018-19;8;Italiano;25;Sicilia;186,44;2,32;37,32;1,04;122,28;160,60;211,98;246,08
2018-19;8;Italiano;26;Sardegna;193,84;2,05;35,45;0,88;138,38;168,81;217,64;253,05
2018-19;8;Italiano;99;Italia;199,14;0,55;36,68;0,24;137,17;174,72;224,68;257,72
2018-19;10;Italiano;1;Nord Ovest;213,89;1,69;36,23;0,70;153,56;189,77;238,43;273,30
2018-19;10;Italiano;2;Valle d'Aosta;217,66;4,76;33,64;1,87;163,71;194,83;240,84;275,87
2018-19;10;Italiano;3;Piemonte;210,30;2,85;35,42;1,17;152,96;186,10;234,38;267,29
2018-19;10;Italiano;4;Liguria;206,36;3,29;38,37;1,42;140,76;181,49;233,90;267,29
2018-19;10;Italiano;5;Lombardia;216,57;2,34;35,98;0,95;155,27;193,53;240,73;276,35
2018-19;10;Italiano;6;Nord Est;213,72;1,55;35,82;0,63;153,69;190,22;237,55;269,85
2018-19;10;Italiano;7;Prov. Aut. Bolzano (l. it.);205,99;5,60;38,10;2,41;143,20;178,93;231,31;268,06
2018-19;10;Italiano;8;Prov. Aut. Trento;216,57;3,18;34,25;1,26;160,88;194,83;238,43;273,30
2018-19;10;Italiano;9;Veneto;216,48;2,35;33,98;0,93;160,28;194,19;239,48;274,37
2018-19;10;Italiano;10;Friuli-Venezia Giulia;212,99;2,98;35,13;1,21;154,22;188,81;235,49;268,06
2018-19;10;Italiano;11;Emilia-Romagna;210,75;2,76;37,78;1,17;146,93;185,62;237,20;269,85
2018-19;10;Italiano;12;Centro;205,10;1,63;37,66;0,70;141,49;180,50;229,99;265,38
2018-19;10;Italiano;13;Toscana;202,98;2,85;37,75;1,23;139,23;177,83;227,96;264,43
2018-19;10;Italiano;14;Umbria;205,52;3,63;38,16;1,56;143,12;179,42;231,19;268,06
2018-19;10;Italiano;15;Marche;209,81;3,48;38,64;1,50;143,20;183,83;235,49;274,37
2018-19;10;Italiano;16;Lazio;205,10;2,61;37,13;1,11;142,27;181,02;229,99;264,68
2018-19;10;Italiano;17;Sud;195,00;1,80;38,24;0,80;134,22;168,78;221,04;258,67
2018-19;10;Italiano;18;Abruzzo;203,62;3,58;39,49;1,57;140,42;176,23;231,31;267,89
2018-19;10;Italiano;19;Molise;199,11;5,19;39,68;2,32;137,10;172,23;225,48;265,66
2018-19;10;Italiano;20;Campania;192,46;2,63;37,55;1,16;133,39;167,71;217,50;256,20
2018-19;10;Italiano;21;Puglia;196,15;3,03;38,40;1,34;135,15;169,37;222,79;258,95
2018-19;10;Italiano;22;Sud e Isole;190,54;1,78;37,72;0,79;130,65;163,74;215,64;254,95
2018-19;10;Italiano;23;Basilicata;196,18;4,43;39,85;2,00;131,02;166,91;222,20;267,29
2018-19;10;Italiano;24;Calabria;188,76;3,89;39,25;1,78;127,22;160,88;215,59;254,95
2018-19;10;Italiano;25;Sicilia;191,70;2,54;36,16;1,10;135,42;166,01;215,59;254,95
2018-19;10;Italiano;26;Sardegna;186,96;3,92;39,22;1,79;123,65;158,55;215,59;248,81
2018-19;10;Italiano;99;Italia;204,14;0,85;38,30;0,37;141,49;178,03;229,99;265,66
2018-19;13;Italiano;1;Nord Ovest;212,77;1,74;37,00;0,72;149,53;188,14;237,63;271,83
2018-19;13;Italiano;2;Valle d'Aosta;216,89;7,97;37,84;3,33;155,06;191,53;244,05;275,66
2018-19;13;Italiano;3;Piemonte;210,48;2,64;36,91;1,11;150,62;185,66;234,94;270,44
2018-19;13;Italiano;4;Liguria;206,82;3,31;37,08;1,40;146,08;182,24;230,73;267,86
2018-19;13;Italiano;5;Lombardia;214,63;2,48;36,86;1,03;151,68;190,27;241,18;271,83
2018-19;13;Italiano;6;Nord Est;211,15;1,74;37,77;0,74;146,47;186,15;236,35;270,44
2018-19;13;Italiano;7;Prov. Aut. Bolzano (l. it.);205,56;5,96;36,15;2,50;143,02;183,73;230,57;261,74
2018-19;13;Italiano;8;Prov. Aut. Trento;219,33;3,45;34,82;1,37;163,91;195,16;242,22;275,66
2018-19;13;Italiano;9;Veneto;211,81;2,78;37,37;1,17;148,40;187,48;236,15;273,44
2018-19;13;Italiano;10;Friuli-Venezia Giulia;214,08;3,76;37,87;1,58;149,53;188,62;241,18;271,83
2018-19;13;Italiano;11;Emilia-Romagna;208,83;2,95;38,37;1,26;143,02;182,55;234,96;267,86
2018-19;13;Italiano;12;Centro;199,78;1,74;39,73;0,77;130,32;173,43;226,67;263,93
2018-19;13;Italiano;13;Toscana;203,25;3,10;39,84;1,37;134,74;177,15;230,73;264,91
2018-19;13;Italiano;14;Umbria;197,28;4,19;40,91;1,91;123,53;170,34;226,00;261,20
2018-19;13;Italiano;15;Marche;205,37;3,53;38,67;1,53;139,43;179,76;231,63;269,33
2018-19;13;Italiano;16;Lazio;196,40;2,76;39,42;1,24;129,78;169,82;222,54;260,07
2018-19;13;Italiano;17;Sud;189,11;1,95;39,15;0,89;123,78;161,52;216,54;253,09
2018-19;13;Italiano;18;Abruzzo;197,19;3,47;38,97;1,54;134,62;170,34;225,57;259,61
2018-19;13;Italiano;19;Molise;191,49;4,96;40,41;2,28;123,30;164,43;217,99;258,41
2018-19;13;Italiano;20;Campania;185,87;2,87;38,73;1,31;123,26;158,86;212,37;251,09
2018-19;13;Italiano;21;Puglia;191,91;3,32;39,22;1,50;125,58;165,03;217,99;254,09
2018-19;13;Italiano;22;Sud e Isole;185,23;1,89;38,55;0,86;123,53;158,86;211,92;248,13
2018-19;13;Italiano;23;Basilicata;189,96;4,69;41,64;2,20;123,53;160,24;217,99;259,17
2018-19;13;Italiano;24;Calabria;181,76;3,44;39,05;1,60;119,73;153,48;208,13;246,72
2018-19;13;Italiano;25;Sicilia;184,07;2,91;37,25;1,31;126,39;158,86;208,69;245,08
2018-19;13;Italiano;26;Sardegna;192,19;3,27;39,80;1,49;126,97;165,44;217,36;255,80
2018-19;13;Italiano;99;Italia;200,00;0,92;40,00;0,41;132,90;172,18;227,13;263,93
2018-19;2;Matematica;1;Nord Ovest;201,07;1,29;39,55;0,57;136,09;172,07;228,91;265,88
2018-19;2;Matematica;2;Valle d'Aosta;206,57;2,79;36,95;1,18;144,29;178,31;228,91;265,88
2018-19;2;Matematica;3;Piemonte;201,98;2,53;39,93;1,12;136,09;172,07;228,91;265,88
2018-19;2;Matematica;4;Liguria;202,08;2,73;38,93;1,20;144,29;172,07;228,91;265,88
2018-19;2;Matematica;5;Lombardia;200,51;1,67;39,49;0,74;136,09;172,07;228,91;265,88
2018-19;2;Matematica;6;Nord Est;200,61;1,35;39,12;0,60;136,09;172,07;228,91;265,88
2018-19;2;Matematica;7;Prov. Aut. Bolzano (l. it.);197,10;0,00;38,21;1,21;136,09;172,07;221,84;265,88
2018-19;2;Matematica;8;Prov. Aut. Trento;206,68;2,27;39,84;1,00;144,29;178,31;236,54;280,26
2018-19;2;Matematica;9;Veneto;202,41;2,26;38,54;0,99;136,09;172,07;228,91;265,88
2018-19;2;Matematica;10;Friuli-Venezia Giulia;203,41;2,63;39,35;1,16;136,09;178,31;228,91;265,88
2018-19;2;Matematica;11;Emilia-Romagna;197,26;2,07;39,37;0,93;136,09;172,07;221,84;265,88
2018-19;2;Matematica;12;Centro;201,55;1,33;39,08;0,58;136,09;178,31;228,91;265,88
2018-19;2;Matematica;13;Toscana;198,76;1,96;38,01;0,86;136,09;172,07;221,84;265,88
2018-19;2;Matematica;14;Umbria;211,74;1,93;38,77;0,83;144,29;190,46;236,54;280,26
2018-19;2;Matematica;15;Marche;210,60;2,10;38,63;0,90;151,84;184,42;236,54;280,26
2018-19;2;Matematica;16;Lazio;199,42;2,20;39,30;0,98;136,09;172,07;221,84;265,88
2018-19;2;Matematica;17;Sud;199,18;2,27;41,73;1,04;136,09;172,07;228,91;280,26
2018-19;2;Matematica;18;Abruzzo;200,76;2,98;40,81;1,34;136,09;172,07;228,91;265,88
2018-19;2;Matematica;19;Molise;211,63;3,88;41,26;1,71;151,84;184,42;244,96;280,26
2018-19;2;Matematica;20;Campania;196,71;3,68;43,09;1,72;127,02;165,63;221,84;280,26
2018-19;2;Matematica;21;Puglia;201,79;3,19;39,49;1,41;144,29;172,07;228,91;265,88
2018-19;2;Matematica;22;Sud e Isole;196,38;2,00;40,51;0,91;136,09;172,07;221,84;265,88
2018-19;2;Matematica;23;Basilicata;214,65;2,50;37,05;1,04;151,84;190,46;236,54;280,26
2018-19;2;Matematica;24;Calabria;192,19;2,90;41,41;1,35;127,02;165,63;215,17;265,88
2018-19;2;Matematica;25;Sicilia;196,91;3,23;41,20;1,48;136,09;172,07;221,84;265,88
2018-19;2;Matematica;26;Sardegna;193,87;2,26;35,96;0,97;136,09;172,07;215,17;254,53
2018-19;2;Matematica;99;Italia;200,00;0,74;40,00;0,33;136,09;172,07;228,91;265,88
2018-19;5;Matematica;18;Abruzzo;199,67;3,14;41,68;1,43;136,99;170,29;226,52;276,62
2018-19;5;Matematica;23;Basilicata;214,38;3,53;39,40;1,51;147,52;186,89;237,37;276,62
2018-19;5;Matematica;24;Calabria;185,95;2,74;37,83;1,24;124,93;161,60;207,83;250,09
2018-19;5;Matematica;20;Campania;193,42;2,95;38,72;1,32;131,20;170,29;216,82;257,57
2018-19;5;Matematica;12;Centro;203,23;1,29;38,91;0,56;142,41;178,66;226,52;266,21
2018-19;5;Matematica;11;Emilia-Romagna;200,40;2,92;41,22;1,32;136,99;174,50;226,52;276,62
2018-19;5;Matematica;10;Friuli-Venezia Giulia;202,46;2,86;39,53;1,27;142,41;174,50;226,52;266,21
2018-19;5;Matematica;99;Italia;200,00;0,75;40,00;0,33;136,99;174,50;226,52;266,21
2018-19;5;Matematica;16;Lazio;201,82;2,12;38,33;0,92;142,41;178,66;226,52;266,21
2018-19;5;Matematica;4;Liguria;200,95;2,39;39,03;1,06;136,99;174,50;226,52;266,21
2018-19;5;Matematica;5;Lombardia;204,29;1,59;38,80;0,69;142,41;178,66;231,77;266,21
2018-19;5;Matematica;15;Marche;208,32;2,10;37,37;0,89;147,52;182,79;231,77;266,21
2018-19;5;Matematica;19;Molise;206,76;2,78;38,03;1,19;147,52;178,66;231,77;266,21
2018-19;5;Matematica;6;Nord Est;201,63;1,44;39,81;0,64;136,99;174,50;226,52;266,21
2018-19;5;Matematica;1;Nord Ovest;203,74;1,21;39,25;0,53;142,41;178,66;226,52;266,21
2018-19;5;Matematica;3;Piemonte;203,29;2,33;40,40;1,04;142,41;174,50;231,77;276,62
2018-19;5;Matematica;7;Prov. Aut. Bolzano (l. it.);197,53;0,00;38,61;1,45;136,99;170,29;221,56;257,57
2018-19;5;Matematica;8;Prov. Aut. Trento;202,58;2,12;36,38;0,90;147,52;178,66;226,52;266,21
2018-19;5;Matematica;21;Puglia;201,53;3,92;42,93;1,81;136,99;170,29;226,52;276,62
2018-19;5;Matematica;26;Sardegna;190,11;2,29;38,10;1,03;131,20;165,99;212,25;257,57
2018-19;5;Matematica;25;Sicilia;190,30;3,56;41,24;1,66;124,93;161,60;216,82;257,57
2018-19;5;Matematica;17;Sud;197,05;2,11;40,67;0,96;131,20;170,29;221,56;266,21
2018-19;5;Matematica;22;Sud e Isole;190,70;2,16;40,39;0,99;131,20;165,99;216,82;257,57
2018-19;5;Matematica;13;Toscana;202,32;2,17;40,12;0,96;136,99;174,50;226,52;266,21
2018-19;5;Matematica;14;Umbria;207,58;3,07;39,18;1,34;142,41;182,79;231,77;276,62
2018-19;5;Matematica;2;Valle d'Aosta;202,55;3,57;37,97;1,55;136,99;178,66;226,52;266,21
2018-19;5;Matematica;9;Veneto;202,57;1,84;38,96;0,81;142,41;174,50;226,52;266,21
2018-19;8;Matematica;1;Nord Ovest;206,62;1,07;38,25;0,46;147,39;180,22;231,09;275,10
2018-19;8;Matematica;2;Valle d'Aosta;208,27;1,76;34,68;0,72;151,35;183,59;230,88;266,65
2018-19;8;Matematica;3;Piemonte;204,37;1,85;37,78;0,80;145,74;177,78;229,97;267,74
2018-19;8;Matematica;4;Liguria;199,95;1,95;37,28;0,84;140,83;174,60;224,08;262,70
2018-19;8;Matematica;5;Lombardia;208,37;1,43;38,47;0,61;150,37;180,94;234,48;276,29
2018-19;8;Matematica;6;Nord Est;209,40;0,99;37,13;0,42;150,37;184,60;233,90;269,41
2018-19;8;Matematica;7;Prov. Aut. Bolzano (l. it.);202,19;2,91;36,66;1,24;146,16;176,91;226,39;266,93
2018-19;8;Matematica;8;Prov. Aut. Trento;213,36;1,86;37,24;0,78;151,38;188,65;239,06;277,83
2018-19;8;Matematica;9;Veneto;209,34;1,23;35,56;0,51;152,29;185,04;230,88;267,09
2018-19;8;Matematica;10;Friuli-Venezia Giulia;212,37;1,94;37,55;0,82;152,29;186,21;235,67;276,65
2018-19;8;Matematica;11;Emilia-Romagna;208,44;2,04;38,67;0,88;146,23;180,90;233,91;271,76
2018-19;8;Matematica;12;Centro;203,44;1,13;38,40;0,49;145,57;176,77;228,47;269,01
