Anno;Grado;Materia;Ordinatore;Regione;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2021;8;Matematica;19;Molise;195,52;3,27;37,25;1,43;137,38;169,66;221,92;257,34
2021;8;Matematica;20;Campania;177,79;3,16;38,42;1,47;115,09;149,6;204,82;242,24
2021;8;Matematica;21;Puglia;187,01;5,04;41,68;2,38;120,65;158,64;217,19;252,42
2021;8;Matematica;23;Basilicata;186,93;2,89;37,81;1,3;130,51;161,47;213,91;249,12
2021;8;Matematica;24;Calabria;172,96;4,85;40,8;2,35;107,27;143,97;201,44;241,93
2021;8;Matematica;25;Sicilia;179,05;2,91;38,02;1,34;120,38;151,39;203,08;242,24
2021;8;Matematica;26;Sardegna;184,23;4,91;38,42;2,24;126,06;155,36;211,37;243,78
2021;13;Matematica;2;Valle d'Aosta;205,82;6,6;35,12;2,73;147,07;181,45;232,91;269,69
2021;13;Matematica;3;Piemonte;204,45;5,06;35,43;2,11;149,81;179,25;227,04;264,42
2021;13;Matematica;4;Liguria;196,91;6,6;39,24;2,95;137,74;169,47;219;270,01
2021;13;Matematica;5;Lombardia;211,17;4,76;35,97;1,97;152,8;187,75;232,6;272,91
2021;13;Matematica;7;Trentino Alto Adige;194,42;6,9;35,26;2,94;134,99;170,61;218,97;245,73
2021;13;Matematica;8;Trentino Alto Adige;221,13;5,65;35,69;2,27;167,52;195,71;242,99;286,52
2021;13;Matematica;9;Veneto;202,41;4,33;34,87;1,8;147,07;177,66;223,81;263,18
2021;13;Matematica;10;Friuli Venezia Giulia;201,6;4,91;33,46;2;154,1;179,25;218,86;267,68
2021;13;Matematica;11;Emilia-Romagna;202,84;5,43;37,56;2,34;147,07;177,23;227,09;269,92
2021;13;Matematica;13;Toscana;195,85;5,23;38,71;2,32;134,72;168,64;220,96;262,8
2021;13;Matematica;14;Umbria;191,55;6,56;37,27;2,89;136,18;165,81;210,66;261,63
2021;13;Matematica;15;Marche;192,22;5,47;36,01;2,37;139,81;165,81;215,46;262,12
2021;13;Matematica;16;Lazio;186,19;3,98;35,66;1,74;130,04;160,99;208,18;250,34
2021;13;Matematica;18;Abruzzo;182,38;4,91;35,54;2,17;129,78;156,44;203,7;249,29
2021;13;Matematica;19;Molise;198,39;8,02;37,75;3,5;138,12;171,43;221,3;266,53
2021;13;Matematica;20;Campania;171,3;3,9;32,88;1,71;124,79;147,4;192,09;229,62
2021;13;Matematica;21;Puglia;177,28;4,77;34,17;2,09;129,18;154,4;195,75;242,37
2021;13;Matematica;23;Basilicata;185,79;5,71;38,89;2,61;130,19;158,76;207,44;262,65
2021;13;Matematica;24;Calabria;172,11;4,35;35,47;1,97;119,61;146,04;195,35;232,29
2021;13;Matematica;25;Sicilia;175,34;3,74;33,19;1,63;126,99;152,25;194,82;234,27
2021;13;Matematica;26;Sardegna;179,68;4,51;33,1;1,94;130,59;155,57;200,12;239,32
2022;2;Italiano;2;Valle d'Aosta;207,52;3,89;48,4;1,88;126,6;174,2;246,91;272,15
2022;2;Italiano;3;Piemonte;188,04;3,91;52,72;2,07;94,35;151,29;228;272,15
2022;2;Italiano;4;Liguria;196,44;3,16;47,28;1,55;112,07;162,75;228;272,15
2022;2;Italiano;5;Lombardia;200,36;2,71;49,12;1,34;112,07;171,84;228;272,15
2022;2;Italiano;7;Trentino Alto Adige;194,21;1,56;45,87;0,76;126,6;162,75;228;272,15
2022;2;Italiano;8;Trentino Alto Adige;203,83;3,38;48,4;1,65;112,07;174,2;242,6;272,15
2022;2;Italiano;9;Veneto;195,77;3,45;48,9;1,73;112,07;162,75;228;272,15
2022;2;Italiano;10;Friuli Venezia Giulia;193,35;3,18;47,92;1,58;112,07;162,75;228;272,15
2022;2;Italiano;11;Emilia-Romagna;198,38;3,09;49,81;1,55;112,07;162,75;228;272,15
2022;2;Italiano;13;Toscana;195,12;4,11;49,41;2,07;112,07;162,75;228;272,15
2022;2;Italiano;14;Umbria;206,93;2,12;46,79;1,01;126,6;174,2;242,6;272,15
2022;2;Italiano;15;Marche;201,98;3,33;48,96;1,64;112,07;174,2;228;272,15
2022;2;Italiano;16;Lazio;204,71;2,25;44,18;1,04;126,6;174,2;228;272,15
2022;2;Italiano;18;Abruzzo;201,39;2,95;46,88;1,42;113,61;174,2;228;272,15
2022;2;Italiano;19;Molise;211,14;3,55;49,25;1,72;126,6;174,2;246,91;272,15
2022;2;Italiano;20;Campania;195,26;2,69;49,02;1,35;112,07;162,75;228;272,15
2022;2;Italiano;21;Puglia;198,07;2,86;46,04;1,38;126,6;162,75;228;272,15
2022;2;Italiano;23;Basilicata;201,41;4,34;46,12;2,08;126,6;174,2;228;272,15
2022;2;Italiano;24;Calabria;193,39;3,15;49,43;1,59;112,07;162,75;228;272,15
2022;2;Italiano;25;Sicilia;185,81;3,74;47,86;1,9;112,07;151,29;215,51;260,51
2022;2;Italiano;26;Sardegna;198,05;3,25;46,05;1,57;126,6;162,75;228;272,15
2022;5;Italiano;2;Valle d'Aosta;204,49;2,13;32,63;0,85;153,01;185,82;224,63;261,23
2022;5;Italiano;3;Piemonte;199,52;2,38;36,32;1,02;133,8;175,24;224,63;254,21
2022;5;Italiano;4;Liguria;200,76;2,32;35,61;0,98;140,6;175,24;224,63;261,23
2022;5;Italiano;5;Lombardia;200,55;1,88;36,31;0,8;140,6;175,24;224,63;261,23
2022;5;Italiano;7;Trentino Alto Adige;197,28;2,57;36,78;1,11;140,6;169,87;218,62;261,23
2022;5;Italiano;8;Trentino Alto Adige;200,31;2,21;35,54;0,93;140,6;180,55;224,63;261,23
2022;5;Italiano;9;Veneto;202,16;2,25;35,22;0,94;140,6;180,55;224,63;258,93
2022;5;Italiano;10;Friuli Venezia Giulia;197,5;2,36;36,29;1,01;133,8;175,24;224,63;252,57
2022;5;Italiano;11;Emilia-Romagna;202,57;2,13;36,89;0,91;146,96;175,24;224,63;261,23
2022;5;Italiano;13;Toscana;198,88;2,09;36,73;0,9;140,6;175,24;224,63;252,57
2022;5;Italiano;14;Umbria;205,49;1,6;34,7;0,66;146,96;185,82;230,94;258,93
2022;5;Italiano;15;Marche;202,44;1,92;35,02;0,8;140,6;180,55;224,63;261,23
2022;5;Italiano;16;Lazio;201,19;1,37;36,41;0,58;140,6;175,24;224,63;261,23
2022;5;Italiano;18;Abruzzo;200,59;2,57;36,04;1,09;140,6;175,24;224,63;258,93
2022;5;Italiano;19;Molise;203,62;2,17;35,83;0,91;146,96;180,55;224,63;261,23
2022;5;Italiano;20;Campania;195,94;2,86;38,22;1,26;139,33;169,87;218,87;261,23
2022;5;Italiano;21;Puglia;196,46;2,7;35,84;1,16;133,8;175,24;218,62;252,57
2022;5;Italiano;23;Basilicata;203,19;2,5;36,27;1,05;140,6;180,55;224,63;261,23
2022;5;Italiano;24;Calabria;188,96;2,95;39,42;1,35;126,43;158,8;218,62;252,57
2022;5;Italiano;25;Sicilia;189,89;2,64;37,85;1,18;126,43;164,41;218,62;244,77
2022;5;Italiano;26;Sardegna;195,16;3,04;35,06;1,29;140,6;169,87;218,62;252,57
2022;10;Italiano;2;Valle d'Aosta;205,06;6,28;36,13;2,63;142,47;180,15;229,91;261,45
2022;10;Italiano;3;Piemonte;203,49;3,79;35,49;1,58;144,48;181,22;225,69;261,76
2022;10;Italiano;4;Liguria;196,28;4,89;38,06;2,15;125,13;172,38;221,4;251,93
2022;10;Italiano;5;Lombardia;208,32;3,65;35,79;1,51;147,75;185,65;231,13;265,63
2022;10;Italiano;7;Trentino Alto Adige;190,3;5,91;37,22;2,61;131;161,66;216,27;249,93
2022;10;Italiano;8;Trentino Alto Adige;205,94;4,02;31,72;1,58;157,02;186,12;227,26;256,02
2022;10;Italiano;9;Veneto;208,66;3,57;33,65;1,43;152,84;186,71;230,43;262,41
2022;10;Italiano;10;Friuli Venezia Giulia;205,16;4,65;36,7;1,97;137,51;185,15;229,91;261,45
2022;10;Italiano;11;Emilia-Romagna;201,92;4,33;38,81;1,9;136,29;177,1;228,01;263,19
2022;10;Italiano;13;Toscana;197,06;3,99;38,96;1,78;131,22;171,14;225,08;259,34
2022;10;Italiano;14;Umbria;200;5;35,89;2,12;140,85;175,83;227,8;259,34
2022;10;Italiano;15;Marche;201,2;5,07;37,73;2,2;136,98;175,83;227,26;261,38
2022;10;Italiano;16;Lazio;200,57;3,93;38,12;1,71;136,36;175,8;225,08;261,76
2022;10;Italiano;18;Abruzzo;195,39;5,23;38,52;2,32;131,22;168,95;221,94;254,97
2022;10;Italiano;19;Molise;192,57;6,48;39,66;2,94;128,76;166;219,94;253,41
2022;10;Italiano;20;Campania;187,25;4;38,94;1,83;123,46;161,55;212,74;249,93
2022;10;Italiano;21;Puglia;191,2;3,85;35,19;1,65;131,22;167,41;212,74;248,37
2022;10;Italiano;23;Basilicata;191,32;5,55;39,6;2,52;122,17;166,11;218,03;251,93
2022;10;Italiano;24;Calabria;189,85;4,78;36,94;2,11;129,26;164,47;216,28;247,7
2022;10;Italiano;25;Sicilia;191,55;3,93;38,26;1,76;128,2;166,11;216,52;253,88
2022;10;Italiano;26;Sardegna;185,44;4,68;38,73;2,14;125,13;157,8;210,91;251,93
2022;2;Matematica;2;Valle d'Aosta;194,39;2,82;37,01;1,23;143,62;173,06;217,18;256,82
2022;2;Matematica;3;Piemonte;185,43;3,13;39,19;1,44;124,39;159,29;210,7;252,74
2022;2;Matematica;4;Liguria;188,53;2,86;36,48;1,26;134,61;166,34;210,7;247,22
2022;2;Matematica;5;Lombardia;192,91;2,35;36,73;1,03;134,61;166,34;217,18;256,82
2022;2;Matematica;7;Trentino Alto Adige;185,2;1,68;37,06;0,75;134,61;159,29;210,7;247,22
2022;2;Matematica;8;Trentino Alto Adige;196,56;2,86;36,67;1,24;143,62;173,06;223,93;256,82
2022;2;Matematica;9;Veneto;191,84;2,73;37,07;1,2;134,61;166,34;217,18;256,82
2022;2;Matematica;10;Friuli Venezia Giulia;192,1;2,71;37,53;1,2;134,61;166,34;217,18;252,74
2022;2;Matematica;11;Emilia-Romagna;192,02;2,24;37,89;0,99;134,61;166,34;217,18;256,82
2022;2;Matematica;13;Toscana;187,46;3,25;39,19;1,49;124,39;159,29;210,7;247,22
2022;2;Matematica;14;Umbria;198,42;2,96;38,65;1,31;143,62;173,06;220,74;268,17
2022;2;Matematica;15;Marche;195,64;2,88;40,01;1,3;134,61;166,34;217,18;256,82
2022;2;Matematica;16;Lazio;198,77;2,73;35,79;1,16;143,62;173,06;223,93;256,82
2022;2;Matematica;18;Abruzzo;193,16;3,12;37,44;1,37;134,61;170,08;217,18;256,82
2022;2;Matematica;19;Molise;205,41;3,09;38,46;1,34;144,54;179,53;231,07;269,85
2022;2;Matematica;20;Campania;194,36;4,21;43,21;1,99;134,61;166,34;217,18;282,55
2022;2;Matematica;21;Puglia;192,89;2,33;41,22;1,08;134,61;166,34;217,18;263,56
2022;2;Matematica;23;Basilicata;198,53;4,12;39,95;1,85;134,61;173,06;223,93;263,56
2022;2;Matematica;24;Calabria;187,88;4,02;44,01;1,94;134,61;159,29;210,7;268,17
2022;2;Matematica;25;Sicilia;184,86;2,84;36,87;1,27;124,39;159,29;207,67;247,22
2022;2;Matematica;26;Sardegna;185,05;2,95;35,07;1,28;134,61;159,29;204,4;247,22
2022;5;Matematica;18;Abruzzo;198,8;4,22;46,82;2,05;130,13;160,64;229,14;277,33
2022;5;Matematica;23;Basilicata;201,89;2,35;40,93;1,06;130,13;174,6;229,14;264,17
2022;5;Matematica;24;Calabria;181,56;5,07;46,06;2,55;111,3;150;211,63;264,17
2022;5;Matematica;20;Campania;189,27;3,99;46,78;1,99;121,59;155,5;220,11;272,63
2022;5;Matematica;11;Emilia-Romagna;197,1;2,53;41,69;1,16;130,13;165,5;224,54;264,17
2022;5;Matematica;10;Friuli Venezia Giulia;194,99;3,21;38,01;1,42;137,5;170,14;220,11;252,1
2022;5;Matematica;16;Lazio;192,92;2,36;40,54;1,08;130,13;164,13;220,11;264,17
2022;5;Matematica;4;Liguria;197,76;2,79;39,26;1,24;130,13;170,14;224,54;264,17
2022;5;Matematica;5;Lombardia;194,4;2,47;41,92;1,15;130,13;165,5;224,54;264,17
2022;5;Matematica;15;Marche;200,49;2,87;41,74;1,31;137,5;170,14;229,14;272,17
2022;5;Matematica;19;Molise;200,62;3,73;39,98;1,66;134,09;174,6;229,14;264,17
2022;5;Matematica;3;Piemonte;191,62;2,76;40,64;1,27;127,06;160,64;220,11;256,87
2022;5;Matematica;7;Trentino Alto Adige;194,82;2,88;40,82;1,32;137,5;165,5;220,11;272,17
2022;5;Matematica;8;Trentino Alto Adige;199,17;2,62;39,48;1,17;137,5;170,14;229,14;264,17
2022;5;Matematica;21;Puglia;189,71;3,67;41,64;1,72;130,13;160,64;220,11;259,27
2022;5;Matematica;26;Sardegna;179,09;3,28;38,56;1,52;119,1;150;207,51;239,04
2022;5;Matematica;25;Sicilia;182,44;3,87;44,51;1,91;111,3;150;215,82;256,87
2022;5;Matematica;13;Toscana;193,78;2,87;43,87;1,36;123,21;164,13;224,54;272,63
2022;5;Matematica;14;Umbria;206,47;3,81;42,99;1,74;137,35;175,35;233,95;272,63
2022;5;Matematica;2;Valle d'Aosta;195,76;2,48;38,85;1,1;130,13;170,14;220,11;264,17
2022;5;Matematica;9;Veneto;197,36;2,82;43,3;1,32;130,13;170,14;224,54;264,17
2022;10;Matematica;18;Abruzzo;195,98;5,29;36,33;2,28;145,87;168,93;215,4;274,79
2022;10;Matematica;23;Basilicata;186,17;4,29;31,13;1,76;143,2;164,81;205,55;241,06
2022;10;Matematica;24;Calabria;182,03;4,09;30,47;1,67;140,69;160,32;198,39;239,23
2022;10;Matematica;20;Campania;183,76;3,94;33,1;1,67;137,26;160,76;205,45;241,92
2022;10;Matematica;11;Emilia-Romagna;205,07;4,94;37,55;2,11;149,1;175,52;229,64;275,97
2022;10;Matematica;10;Friuli Venezia Giulia;206,88;5,28;35,6;2,19;150,83;182,6;229,09;275,33
2022;10;Matematica;16;Lazio;196,05;4,56;35,84;1,95;148,17;170,93;218,73;264,78
2022;10;Matematica;4;Liguria;194,46;4,85;32,47;1,98;153,24;170,92;211,62;253,51
2022;10;Matematica;5;Lombardia;209,68;4,35;35,83;1,8;157,21;183,22;234,79;275,94
2022;10;Matematica;15;Marche;199,34;5,4;35,13;2,27;148,61;174,57;220,54;263,98
2022;10;Matematica;19;Molise;192,24;6,41;34,62;2,72;142,73;169,27;214,13;255,36
2022;10;Matematica;3;Piemonte;204,56;4,49;34,19;1,84;153,25;181,28;228,03;264,78
2022;10;Matematica;7;Trentino Alto Adige;194,55;5,3;32,6;2,17;151,36;171,23;214,13;255,34
2022;10;Matematica;8;Trentino Alto Adige;209,18;5,87;30,48;2,24;164,83;187,09;228,33;265,55
2022;10;Matematica;21;Puglia;187,8;4,35;33,69;1,84;142,33;162,85;207,39;248,62
2022;10;Matematica;26;Sardegna;178,85;4,02;30,16;1,65;135,65;158,36;194,23;235,17
2022;10;Matematica;25;Sicilia;182,71;3,62;31,67;1,51;137,26;160,76;201,28;241,92
2022;10;Matematica;13;Toscana;199,51;4,49;36,46;1,92;146,02;171,57;223,91;265,54
2022;10;Matematica;14;Umbria;196,3;5,65;34,82;2,38;145,87;173,23;215,2;263,6
2022;10;Matematica;2;Valle d'Aosta;203,76;7,71;36,68;3,27;145,67;178,21;227,98;265,54
2022;10;Matematica;9;Veneto;209,78;4,95;34,88;2,02;157,99;185,25;230,43;274,79
2023;2;Italiano;2;Valle d'Aosta;193,47;4;47,92;1,99;112,13;154,16;228,34;280,21
2023;2;Italiano;3;Piemonte;192,24;3,12;46,06;1,52;112,13;156,75;228,34;280,21
2023;2;Italiano;4;Liguria;196,87;3,15;47,23;1,54;112,13;165,08;228,34;277,76
2023;2;Italiano;5;Lombardia;194,93;2,88;49,68;1,45;112,13;165,08;228,34;280,21
2023;2;Italiano;7;Trentino Alto Adige;196,4;4,03;48,2;1,99;112,13;165,08;228,34;280,21
2023;2;Italiano;8;Trentino Alto Adige;199,78;3,2;47,76;1,56;128,66;165,08;228,34;280,21
2023;2;Italiano;9;Veneto;193,7;3,59;48,53;1,8;112,13;165,08;228,34;280,21
2023;2;Italiano;10;Friuli Venezia Giulia;196,85;5,48;51,87;2,81;112,13;165,08;228,34;280,21
2023;2;Italiano;11;Emilia-Romagna;195,72;2,84;51,3;1,45;112,13;165,08;228,34;280,21
2023;2;Italiano;13;Toscana;195,8;3,04;47,13;1,49;112,13;165,08;228,34;280,21
2023;2;Italiano;14;Umbria;203,49;3,42;46,83;1,64;128,66;175,43;241,66;280,21
2023;2;Italiano;15;Marche;201,57;3,77;48,79;1,86;128,66;165,08;241,66;280,21
2023;2;Italiano;16;Lazio;195,07;3,44;48,2;1,71;122,94;165,08;228,34;280,21
2023;2;Italiano;18;Abruzzo;200,61;2,29;45,86;1,1;128,66;167,58;228,34;280,21
2023;2;Italiano;19;Molise;206,15;3,86;44,25;1,79;128,66;175,43;229,28;280,21
2023;2;Italiano;20;Campania;193,28;3,39;47,21;1,68;128,66;165,08;217,95;280,21
2023;2;Italiano;21;Puglia;194,36;2,31;46,67;1,13;112,13;165,08;223,48;280,21
2023;2;Italiano;23;Basilicata;205,12;3,77;45,1;1,77;128,66;175,43;228,34;280,21
2023;2;Italiano;24;Calabria;188,54;3,5;47,2;1,75;112,13;154,16;216,61;257,86
2023;2;Italiano;25;Sicilia;183,62;2,4;45,38;1,2;112,13;154,16;212,63;257,86
2023;2;Italiano;26;Sardegna;196,06;4,48;45,85;2,17;128,66;165,08;228,34;280,21
2023;5;Italiano;2;Valle d'Aosta;200,69;2,52;37,14;1,09;137,97;171,61;228,98;269,23
2023;5;Italiano;3;Piemonte;194,34;2,44;39,63;1,1;128,77;167,07;222,2;255,77
2023;5;Italiano;4;Liguria;197,36;3,04;39,44;1,36;131,91;171,61;222,2;269,23
2023;5;Italiano;5;Lombardia;198,18;2,47;41,25;1,13;132,44;171,61;228,98;269,23
2023;5;Italiano;7;Trentino Alto Adige;186,59;3,19;40,23;1,48;126,55;157,86;210,26;255,77
2023;5;Italiano;8;Trentino Alto Adige;198,23;1,71;37,83;0,75;132,44;171,61;228,98;255,77
2023;5;Italiano;9;Veneto;191,51;2,75;41,44;1,28;120,2;162,5;220,88;255,77
2023;5;Italiano;10;Friuli Venezia Giulia;198,75;2,27;36,95;0,98;137,86;176,14;222,2;255,77
2023;5;Italiano;11;Emilia-Romagna;195,73;1,9;39,66;0,86;132,44;171,61;222,2;255,77
2023;5;Italiano;13;Toscana;201,46;3;42,07;1,37;132,44;175,38;228,98;269,23
2023;5;Italiano;14;Umbria;210,58;2,86;39,82;1,24;143,23;185,29;236,56;269,23
2023;5;Italiano;15;Marche;201,71;2,86;41,34;1,29;132,44;171,61;228,98;269,23
2023;5;Italiano;16;Lazio;195,33;1,93;36,83;0,84;132,44;171,61;222,2;255,77
2023;5;Italiano;18;Abruzzo;202,09;2,27;39,82;1,01;132,44;176,14;224;269,23
2023;5;Italiano;19;Molise;203,6;2,65;39,25;1,16;137,97;176,14;236,56;269,23
2023;5;Italiano;20;Campania;195,02;2,9;40,41;1,32;132,44;167,07;222,2;269,23
2023;5;Italiano;21;Puglia;197,91;3,01;41,35;1,38;132,44;167,07;227,25;269,1
2023;5;Italiano;23;Basilicata;193,81;2,98;41,09;1,37;126,55;162,5;222,2;255,77
2023;5;Italiano;24;Calabria;193,98;3,42;42,91;1,61;126,55;162,5;222,2;269,23
2023;5;Italiano;25;Sicilia;185,44;2,55;39,64;1,18;120,2;157,86;214,97;245,29
2023;5;Italiano;26;Sardegna;196,14;3,91;38,6;1,73;126,55;171,61;222,2;255,77
2023;10;Italiano;2;Valle d'Aosta;204,19;6,15;35,99;2,58;141,95;181,45;229,94;263,19
2023;10;Italiano;3;Piemonte;199,27;3,9;37,46;1,69;131,22;176,79;223,85;259,56
2023;10;Italiano;4;Liguria;194,95;5,22;37,28;2,28;130,42;168,23;221,4;253,13
2023;10;Italiano;5;Lombardia;206,41;3,37;37,1;1,43;141,95;181,45;230,43;266,44
2023;10;Italiano;7;Trentino Alto Adige;193,83;7,41;41,9;3,44;130,42;161,54;222,49;259,56
2023;10;Italiano;8;Trentino Alto Adige;215,31;3,95;30,84;1,49;167,41;195,79;236,53;263,32
2023;10;Italiano;9;Veneto;206,02;3,76;35,94;1,57;142,6;182,56;229,13;263,32
2023;10;Italiano;10;Friuli Venezia Giulia;205,23;4,67;35,61;1,94;144,6;182,33;229,13;261,45
2023;10;Italiano;11;Emilia-Romagna;197,77;4,44;39,21;1,98;131,22;171,13;227,26;259,56
2023;10;Italiano;13;Toscana;197,79;3,59;38,29;1,58;128,6;173,4;224,03;256,74
2023;10;Italiano;14;Umbria;198,98;6,61;40,46;2,98;130,42;173,4;228,01;263,19
2023;10;Italiano;15;Marche;195,9;5,18;37,35;2,26;131,02;170,56;221,94;256,74
2023;10;Italiano;16;Lazio;196,34;3,21;37,28;1,4;135,67;170,6;221,4;256,02
2023;10;Italiano;18;Abruzzo;196,54;5,4;39,83;2,43;131,22;171,06;222,49;261,78
2023;10;Italiano;19;Molise;196,43;7,53;41,66;3,47;125,13;167,93;228,01;259,34
2023;10;Italiano;20;Campania;185,97;3,38;37,23;1,51;125,13;161,54;210,53;245,71
2023;10;Italiano;21;Puglia;187,39;4,84;44,56;2,36;116,37;162,37;216,27;253,13
2023;10;Italiano;23;Basilicata;192,75;6,44;38,67;2,88;130,42;165,77;221,4;253,88
2023;10;Italiano;24;Calabria;185,53;5,58;40,91;2,62;120,19;159,66;212,66;253,13
2023;10;Italiano;25;Sicilia;185,67;3,53;36,22;1,56;125,4;161,43;212,19;244,89
2023;10;Italiano;26;Sardegna;190,13;5,24;38,18;2,35;130,42;163,44;216,52;252,22
2023;2;Matematica;2;Valle d'Aosta;187,57;3,35;43,28;1,61;119,3;156,55;217,44;261,15
2023;2;Matematica;3;Piemonte;188,96;3,39;44,27;1,64;119,3;156,55;217,86;261,15
2023;2;Matematica;4;Liguria;185,52;3,21;45,26;1,58;113,15;156,55;217,44;261,15
2023;2;Matematica;5;Lombardia;195,35;2,88;44,81;1,38;128,03;162,81;224,45;275,45
2023;2;Matematica;7;Trentino Alto Adige;190,62;3,07;42,02;1,44;128,03;162,81;217,86;261,15
2023;2;Matematica;8;Trentino Alto Adige;201,95;3,72;46,73;1,79;128,03;168,88;232,02;275,45
2023;2;Matematica;9;Veneto;191,28;4,06;44,58;1,96;128,03;162,81;224,45;273,81
2023;2;Matematica;10;Friuli Venezia Giulia;199,07;3,9;46,42;1,88;135,92;162,81;232,02;275,45
2023;2;Matematica;11;Emilia-Romagna;188,62;1,96;45,38;0,96;119,3;156,55;217,86;261,15
2023;2;Matematica;13;Toscana;190,71;3,24;44,13;1,56;119,3;162,81;217,44;261,15
2023;2;Matematica;14;Umbria;197,22;2,05;43,33;0,96;128,03;168,88;224,45;275,45
2023;2;Matematica;15;Marche;196,73;3,88;45,05;1,85;128,03;162,81;224,45;275,45
2023;2;Matematica;16;Lazio;190,73;3,31;44,62;1,6;119,3;162,81;217,44;261,15
2023;2;Matematica;18;Abruzzo;197,39;2,42;42,57;1,12;128,2;168,88;224,45;266,69
2023;2;Matematica;19;Molise;201,76;3,24;41,11;1,46;143,21;174,82;224,45;275,45
2023;2;Matematica;20;Campania;189,3;4;48,12;2,02;119,3;156,55;217,44;275,45
2023;2;Matematica;21;Puglia;191,65;2,94;44,63;1,42;128,03;162,81;217,86;275,45
2023;2;Matematica;23;Basilicata;201,77;3,36;44,76;1,58;135,92;168,88;232,02;275,45
2023;2;Matematica;24;Calabria;178,09;3,21;41,35;1,55;109,39;150,05;204,51;249,88
2023;2;Matematica;25;Sicilia;176,87;2,76;42,03;1,34;113,15;150,05;204,51;249,88
2023;2;Matematica;26;Sardegna;183,53;4,38;43,82;2,14;119,3;150,05;210,83;249,88
2023;5;Matematica;2;Valle d'Aosta;187,12;3,92;40,3;1,82;129,76;159,94;211,63;261,21
2023;5;Matematica;3;Piemonte;189,38;2,49;41,88;1,17;123,58;159,94;216,41;260,71
2023;5;Matematica;4;Liguria;189,8;3,09;38,38;1,39;129,76;164,34;216,41;252,57
2023;5;Matematica;5;Lombardia;191,96;2,75;40,88;1,27;129,76;164,34;221,41;261,21
2023;5;Matematica;7;Trentino Alto Adige;187,11;2,86;39,63;1,32;129,76;159,94;211,63;252,57
2023;5;Matematica;8;Trentino Alto Adige;200,48;2,27;38,61;1;140,84;172,9;226,69;261,21
2023;5;Matematica;9;Veneto;189,3;2,32;39,55;1,06;123,58;164,34;216,41;252,57
2023;5;Matematica;10;Friuli Venezia Giulia;198,03;3,69;39,26;1,64;135,48;172,9;221,41;261,21
2023;5;Matematica;11;Emilia-Romagna;190,44;1,54;39,35;0,7;129,76;159,94;216,41;261,21
2023;5;Matematica;13;Toscana;193,89;2,93;40,4;1,34;129,76;164,34;221,41;261,21
2023;5;Matematica;14;Umbria;208,98;3,18;40,62;1,4;140,84;181,29;232,32;285,01
2023;5;Matematica;15;Marche;197,41;2,85;40,4;1,29;130;168,66;222,18;271,62
2023;5;Matematica;16;Lazio;187,83;2,22;38,2;1;129,76;164,34;211,63;252,44
2023;5;Matematica;18;Abruzzo;198,01;2,61;40,39;1,18;135,48;172,9;226,69;271,62
2023;5;Matematica;19;Molise;202,63;3,79;40,45;1,69;135,48;177,11;232,32;271,62
2023;5;Matematica;20;Campania;191,34;3,52;43,14;1,67;123,58;164,34;216,41;271,62
2023;5;Matematica;21;Puglia;193,57;3,51;41,56;1,63;129,76;164,34;221,41;261,21
2023;5;Matematica;23;Basilicata;192,66;3,01;42,13;1,41;129,76;164,34;221,41;261,21
2023;5;Matematica;24;Calabria;183,41;3,3;41,26;1,57;116,79;155,42;207,02;252,57
2023;5;Matematica;25;Sicilia;177,62;2,71;39,85;1,28;116,79;150,76;202,54;248,72
2023;5;Matematica;26;Sardegna;182,98;3,97;41,33;1,89;116,79;150,76;211,63;245,08
2023;10;Matematica;2;Valle d'Aosta;203,97;6,62;33,77;2,69;156,02;178,9;223,54;266,14
2023;10;Matematica;3;Piemonte;202,36;4,3;34,61;1,78;151,5;177,68;223,96;264,61
2023;10;Matematica;4;Liguria;198,14;5,94;35,27;2,5;143,27;173,57;219,38;264,1
2023;10;Matematica;5;Lombardia;207,53;3,94;36,3;1,65;153,71;181,58;229,53;275,82
2023;10;Matematica;7;Trentino Alto Adige;200,92;5,45;32,79;2,2;153,71;175,58;222,91;263,83
2023;10;Matematica;8;Trentino Alto Adige;224,8;6,25;34,79;2,46;170,71;201,05;248,19;291,81
2023;10;Matematica;9;Veneto;210,11;4,11;33,55;1,64;160,19;185,98;233,39;265,56
2023;10;Matematica;10;Friuli Venezia Giulia;206,1;5,93;35,7;2,47;155,78;179,37;229,03;274,72
2023;10;Matematica;11;Emilia-Romagna;201,29;5;37;2,14;145,66;173,62;228,21;265,56
2023;10;Matematica;13;Toscana;200,48;4,76;35,94;2,02;148,69;174,09;223,32;265,54
2023;10;Matematica;14;Umbria;202,49;6,76;37,05;2,89;151,21;174,09;227,11;266,14
2023;10;Matematica;15;Marche;201,8;6,12;36,82;2,62;148,69;173,62;223,96;265,56
2023;10;Matematica;16;Lazio;194,27;3,49;31,87;1,41;148,69;171,37;213,74;254,41
2023;10;Matematica;18;Abruzzo;199,76;6,39;37,83;2,78;150,99;171,37;223,96;275,9
2023;10;Matematica;19;Molise;199,45;8;38,25;3,5;143,27;170,95;223,21;274,72
2023;10;Matematica;20;Campania;182,67;3,06;31,2;1,26;137,34;160,67;201,49;239,65
2023;10;Matematica;21;Puglia;191,26;4,28;33,9;1,8;144,41;167,55;211,63;254,73
