Anno;Grado;Materia;Ordinatore;Regione;Punteggio_WLE;ES;Deviazione_standard_WLE;ES_SD;Percentile5;Percentile25;Percentile75;Percentile95
2019;10;Italiano;16;Lazio;205,1;2,61;37,13;1,11;142,27;181,02;229,99;264,68
2019;10;Italiano;18;Abruzzo;203,62;3,58;39,49;1,57;140,42;176,23;231,31;267,89
2019;10;Italiano;19;Molise;199,11;5,19;39,68;2,32;137,1;172,23;225,48;265,66
2019;10;Italiano;20;Campania;192,46;2,63;37,55;1,16;133,39;167,71;217,5;256,2
2019;10;Italiano;21;Puglia;196,15;3,03;38,4;1,34;135,15;169,37;222,79;258,95
2019;10;Italiano;23;Basilicata;196,18;4,43;39,85;2;131,02;166,91;222,2;267,29
2019;10;Italiano;24;Calabria;188,76;3,89;39,25;1,78;127,22;160,88;215,59;254,95
2019;10;Italiano;25;Sicilia;191,7;2,54;36,16;1,1;135,42;166,01;215,59;254,95
2019;10;Italiano;26;Sardegna;186,96;3,92;39,22;1,79;123,65;158,55;215,59;248,81
2019;13;Italiano;2;Valle d'Aosta;216,89;7,97;37,84;3,33;155,06;191,53;244,05;275,66
2019;13;Italiano;3;Piemonte;210,48;2,64;36,91;1,11;150,62;185,66;234,94;270,44
2019;13;Italiano;4;Liguria;206,82;3,31;37,08;1,4;146,08;182,24;230,73;267,86
2019;13;Italiano;5;Lombardia;214,63;2,48;36,86;1,03;151,68;190,27;241,18;271,83
2019;13;Italiano;7;Trentino Alto Adige;205,56;5,96;36,15;2,5;143,02;183,73;230,57;261,74
2019;13;Italiano;8;Trentino Alto Adige;219,33;3,45;34,82;1,37;163,91;195,16;242,22;275,66
2019;13;Italiano;9;Veneto;211,81;2,78;37,37;1,17;148,4;187,48;236,15;273,44
2019;13;Italiano;10;Friuli Venezia Giulia;214,08;3,76;37,87;1,58;149,53;188,62;241,18;271,83
2019;13;Italiano;11;Emilia-Romagna;208,83;2,95;38,37;1,26;143,02;182,55;234,96;267,86
2019;13;Italiano;13;Toscana;203,25;3,1;39,84;1,37;134,74;177,15;230,73;264,91
2019;13;Italiano;14;Umbria;197,28;4,19;40,91;1,91;123,53;170,34;226;261,2
2019;13;Italiano;15;Marche;205,37;3,53;38,67;1,53;139,43;179,76;231,63;269,33
2019;13;Italiano;16;Lazio;196,4;2,76;39,42;1,24;129,78;169,82;222,54;260,07
2019;13;Italiano;18;Abruzzo;197,19;3,47;38,97;1,54;134,62;170,34;225,57;259,61
2019;13;Italiano;19;Molise;191,49;4,96;40,41;2,28;123,3;164,43;217,99;258,41
2019;13;Italiano;20;Campania;185,87;2,87;38,73;1,31;123,26;158,86;212,37;251,09
2019;13;Italiano;21;Puglia;191,91;3,32;39,22;1,5;125,58;165,03;217,99;254,09
2019;13;Italiano;23;Basilicata;189,96;4,69;41,64;2,2;123,53;160,24;217,99;259,17
2019;13;Italiano;24;Calabria;181,76;3,44;39,05;1,6;119,73;153,48;208,13;246,72
2019;13;Italiano;25;Sicilia;184,07;2,91;37,25;1,31;126,39;158,86;208,69;245,08
2019;13;Italiano;26;Sardegna;192,19;3,27;39,8;1,49;126,97;165,44;217,36;255,8
2019;2;Matematica;2;Valle d'Aosta;206,57;2,79;36,95;1,18;144,29;178,31;228,91;265,88
2019;2;Matematica;3;Piemonte;201,98;2,53;39,93;1,12;136,09;172,07;228,91;265,88
2019;2;Matematica;4;Liguria;202,08;2,73;38,93;1,2;144,29;172,07;228,91;265,88
2019;2;Matematica;5;Lombardia;200,51;1,67;39,49;0,74;136,09;172,07;228,91;265,88
2019;2;Matematica;7;Trentino Alto Adige;197,1;0;38,21;1,21;136,09;172,07;221,84;265,88
2019;2;Matematica;8;Trentino Alto Adige;206,68;2,27;39,84;1;144,29;178,31;236,54;280,26
2019;2;Matematica;9;Veneto;202,41;2,26;38,54;0,99;136,09;172,07;228,91;265,88
2019;2;Matematica;10;Friuli Venezia Giulia;203,41;2,63;39,35;1,16;136,09;178,31;228,91;265,88
2019;2;Matematica;11;Emilia-Romagna;197,26;2,07;39,37;0,93;136,09;172,07;221,84;265,88
2019;2;Matematica;13;Toscana;198,76;1,96;38,01;0,86;136,09;172,07;221,84;265,88
2019;2;Matematica;14;Umbria;211,74;1,93;38,77;0,83;144,29;190,46;236,54;280,26
2019;2;Matematica;15;Marche;210,6;2,1;38,63;0,9;151,84;184,42;236,54;280,26
2019;2;Matematica;16;Lazio;199,42;2,2;39,3;0,98;136,09;172,07;221,84;265,88
2019;2;Matematica;18;Abruzzo;200,76;2,98;40,81;1,34;136,09;172,07;228,91;265,88
2019;2;Matematica;19;Molise;211,63;3,88;41,26;1,71;151,84;184,42;244,96;280,26
2019;2;Matematica;20;Campania;196,71;3,68;43,09;1,72;127,02;165,63;221,84;280,26
2019;2;Matematica;21;Puglia;201,79;3,19;39,49;1,41;144,29;172,07;228,91;265,88
2019;2;Matematica;23;Basilicata;214,65;2,5;37,05;1,04;151,84;190,46;236,54;280,26
2019;2;Matematica;24;Calabria;192,19;2,9;41,41;1,35;127,02;165,63;215,17;265,88
2019;2;Matematica;25;Sicilia;196,91;3,23;41,2;1,48;136,09;172,07;221,84;265,88
2019;2;Matematica;26;Sardegna;193,87;2,26;35,96;0,97;136,09;172,07;215,17;254,53
2019;5;Matematica;18;Abruzzo;199,67;3,14;41,68;1,43;136,99;170,29;226,52;276,62
2019;5;Matematica;23;Basilicata;214,38;3,53;39,4;1,51;147,52;186,89;237,37;276,62
2019;5;Matematica;24;Calabria;185,95;2,74;37,83;1,24;124,93;161,6;207,83;250,09
2019;5;Matematica;20;Campania;193,42;2,95;38,72;1,32;131,2;170,29;216,82;257,57
2019;5;Matematica;11;Emilia-Romagna;200,4;2,92;41,22;1,32;136,99;174,5;226,52;276,62
2019;5;Matematica;10;Friuli Venezia Giulia;202,46;2,86;39,53;1,27;142,41;174,5;226,52;266,21
2019;5;Matematica;16;Lazio;201,82;2,12;38,33;0,92;142,41;178,66;226,52;266,21
2019;5;Matematica;4;Liguria;200,95;2,39;39,03;1,06;136,99;174,5;226,52;266,21
2019;5;Matematica;5;Lombardia;204,29;1,59;38,8;0,69;142,41;178,66;231,77;266,21
2019;5;Matematica;15;Marche;208,32;2,1;37,37;0,89;147,52;182,79;231,77;266,21
2019;5;Matematica;19;Molise;206,76;2,78;38,03;1,19;147,52;178,66;231,77;266,21
2019;5;Matematica;3;Piemonte;203,29;2,33;40,4;1,04;142,41;174,5;231,77;276,62
2019;5;Matematica;7;Trentino Alto Adige;197,53;0;38,61;1,45;136,99;170,29;221,56;257,57
2019;5;Matematica;8;Trentino Alto Adige;202,58;2,12;36,38;0,9;147,52;178,66;226,52;266,21
2019;5;Matematica;21;Puglia;201,53;3,92;42,93;1,81;136,99;170,29;226,52;276,62
2019;5;Matematica;26;Sardegna;190,11;2,29;38,1;1,03;131,2;165,99;212,25;257,57
2019;5;Matematica;25;Sicilia;190,3;3,56;41,24;1,66;124,93;161,6;216,82;257,57
2019;5;Matematica;13;Toscana;202,32;2,17;40,12;0,96;136,99;174,5;226,52;266,21
2019;5;Matematica;14;Umbria;207,58;3,07;39,18;1,34;142,41;182,79;231,77;276,62
2019;5;Matematica;2;Valle d'Aosta;202,55;3,57;37,97;1,55;136,99;178,66;226,52;266,21
2019;5;Matematica;9;Veneto;202,57;1,84;38,96;0,81;142,41;174,5;226,52;266,21
2019;8;Matematica;2;Valle d'Aosta;208,27;1,76;34,68;0,72;151,35;183,59;230,88;266,65
2019;8;Matematica;3;Piemonte;204,37;1,85;37,78;0,8;145,74;177,78;229,97;267,74
2019;8;Matematica;4;Liguria;199,95;1,95;37,28;0,84;140,83;174,6;224,08;262,7
2019;8;Matematica;5;Lombardia;208,37;1,43;38,47;0,61;150,37;180,94;234,48;276,29
2019;8;Matematica;7;Trentino Alto Adige;202,19;2,91;36,66;1,24;146,16;176,91;226,39;266,93
2019;8;Matematica;8;Trentino Alto Adige;213,36;1,86;37,24;0,78;151,38;188,65;239,06;277,83
2019;8;Matematica;9;Veneto;209,34;1,23;35,56;0,51;152,29;185,04;230,88;267,09
2019;8;Matematica;10;Friuli Venezia Giulia;212,37;1,94;37,55;0,82;152,29;186,21;235,67;276,65
2019;8;Matematica;11;Emilia-Romagna;208,44;2,04;38,67;0,88;146,23;180,9;233,91;271,76
2019;8;Matematica;13;Toscana;209,03;1,62;38,09;0,69;146,76;182,78;234,77;275,86
2019;8;Matematica;14;Umbria;203,36;2,12;38,86;0,93;145,74;176,77;229,06;271,76
2019;8;Matematica;15;Marche;209,23;2,01;39,1;0,87;147,66;181,07;235,15;276,61
2019;8;Matematica;16;Lazio;198,43;1,74;37,64;0,76;141,83;172,09;221,19;266,36
2019;8;Matematica;18;Abruzzo;200,61;1,88;36,54;0,8;144,25;174,72;225,37;265,57
2019;8;Matematica;19;Molise;194,05;2,08;34,5;0,88;144,25;168,69;216,96;254,91
2019;8;Matematica;20;Campania;186,53;2,07;38,01;0,93;130,21;160,54;209,8;253,23
2019;8;Matematica;21;Puglia;197,35;1,9;37,79;0,83;139,82;170,84;220,87;266,36
2019;8;Matematica;23;Basilicata;196,13;2;37,71;0,88;140,17;169,33;220,8;260,43
2019;8;Matematica;24;Calabria;180,93;2,46;35,39;1,09;128,06;155,72;203,89;240,92
2019;8;Matematica;25;Sicilia;184,52;2,43;37,05;1,09;127,93;158,93;208,29;251,63
2019;8;Matematica;26;Sardegna;188,3;1,97;35,15;0,85;135,65;164,67;209,17;251,63
2019;10;Matematica;18;Abruzzo;202,8;3,99;38,35;1,74;144,93;176,51;228,21;270,16
2019;10;Matematica;23;Basilicata;193,11;4,21;36,71;1,84;137,72;168,14;216,63;255,9
2019;10;Matematica;24;Calabria;183,75;3,85;37,1;1,73;126,89;159,45;207,33;247,69
2019;10;Matematica;20;Campania;187,65;3,07;38,03;1,38;134,16;161,68;208,57;259,09
2019;10;Matematica;11;Emilia-Romagna;213,53;3,2;38,27;1,36;153,85;187,42;238;280,5
2019;10;Matematica;10;Friuli Venezia Giulia;218,09;3,72;37,06;1,53;159,17;191,85;244,23;280,5
2019;10;Matematica;16;Lazio;199,75;3,11;36,17;1,32;144,12;173,84;221,5;262,68
2019;10;Matematica;4;Liguria;207,5;4,07;38,97;1,77;149,82;179,16;232,63;276,8
2019;10;Matematica;5;Lombardia;217,18;2,81;36,73;1,16;160,22;190,53;241,52;280,97
2019;10;Matematica;15;Marche;212,19;3,92;38,47;1,67;153,85;184,27;236,55;284,67
2019;10;Matematica;19;Molise;198,36;5,47;38,36;2,4;140,73;172,8;221,5;270
2019;10;Matematica;3;Piemonte;211,49;3,59;37,91;1,52;153,85;183,7;235,81;279,66
2019;10;Matematica;7;Trentino Alto Adige;206,42;6,68;37,73;2,86;153,62;178,45;231,53;272,74
2019;10;Matematica;8;Trentino Alto Adige;223,97;3,94;35,56;1,57;168,14;201,09;247,64;285,05
2019;10;Matematica;21;Puglia;193,65;3,39;38,32;1,51;135,66;168,6;216,27;266,6
2019;10;Matematica;26;Sardegna;181,81;3,35;34,18;1,45;129,83;158,39;202,82;241,98
2019;10;Matematica;25;Sicilia;184,21;2,69;34,13;1,16;134,53;161,68;205,17;243,85
2019;10;Matematica;13;Toscana;204,53;3,37;38,39;1,46;147,72;177,84;230,51;272,34
2019;10;Matematica;14;Umbria;207,39;4,33;37,7;1,85;150,73;180,9;232,1;276,91
2019;10;Matematica;2;Valle d'Aosta;212,34;5,89;35,6;2,41;159,17;185,86;235,81;272,45
2019;10;Matematica;9;Veneto;220,09;2,7;35,22;1,08;165,97;196,26;241,98;283,95
2019;13;Matematica;2;Valle d'Aosta;212,81;6,66;34,58;2,68;157,11;189,63;235,81;271,53
2019;13;Matematica;3;Piemonte;209,21;3,29;37,64;1,39;149,13;183,61;234,29;274,9
2019;13;Matematica;4;Liguria;207,82;3,4;34,9;1,39;150,88;183,83;230,45;267,87
2019;13;Matematica;5;Lombardia;216,73;3,04;38,03;1,27;157,11;189,63;244,04;281,53
2019;13;Matematica;7;Trentino Alto Adige;200,79;6,76;33,75;2,77;149;177,19;218,94;265,31
2019;13;Matematica;8;Trentino Alto Adige;224,08;5,72;38,83;2,38;161,72;195,55;250,13;290,85
2019;13;Matematica;9;Veneto;216,51;3,2;37,12;1,33;159,59;190,28;239,44;282,12
2019;13;Matematica;10;Friuli Venezia Giulia;219,08;4,72;40,56;2,03;155,15;188,94;250,34;288,73
2019;13;Matematica;11;Emilia-Romagna;211,47;3,68;39,2;1,58;147,67;186,29;237,14;280,51
2019;13;Matematica;13;Toscana;205,95;3,78;40,2;1,67;144,53;177,88;232,17;274,86
2019;13;Matematica;14;Umbria;198,42;4,59;38,4;2,02;139,09;172,16;223,31;262,76
2019;13;Matematica;15;Marche;205,14;4,4;41,09;1,97;143,07;176,98;232,17;275,68
2019;13;Matematica;16;Lazio;192,45;3,29;38,96;1,48;135,65;164,72;216,98;260,28
2019;13;Matematica;18;Abruzzo;196,4;3,9;38,43;1,72;137,27;168,45;221,28;266,31
2019;13;Matematica;19;Molise;196,03;5,25;38,52;2,33;134,47;168,68;218,95;262,94
2019;13;Matematica;20;Campania;183,6;3,01;36,2;1,33;129,43;159,33;205,95;248,74
2019;13;Matematica;21;Puglia;193,13;3,3;37,29;1,45;136,67;167,75;216,56;259,11
2019;13;Matematica;23;Basilicata;192,81;5,28;41,8;2,46;132,46;160,59;222,72;269,13
2019;13;Matematica;24;Calabria;179,49;3,09;34,23;1,35;126,88;155,15;201,34;239,44
2019;13;Matematica;25;Sicilia;181,41;2,97;34,3;1,29;129,27;156,47;203,03;243,52
2019;13;Matematica;26;Sardegna;183,35;3,17;35,05;1,38;130,7;159,59;204,69;245,34
2021;2;Italiano;2;Valle d'Aosta;207,94;2,89;39,68;1,26;144,46;180,61;238,08;278,85
2021;2;Italiano;3;Piemonte;204,17;1,73;39,12;0,76;131,96;174,43;227,86;262,57
2021;2;Italiano;4;Liguria;206,66;3,15;41,47;1,41;144,46;174,43;238,08;278,85
2021;2;Italiano;5;Lombardia;208,91;2,52;40,55;1,11;144,46;183,29;238,08;278,85
2021;2;Italiano;7;Trentino Alto Adige;196,42;3,09;37,05;1,34;131,96;174,43;218,38;262,57
2021;2;Italiano;8;Trentino Alto Adige;207,8;2,22;39,4;0,97;144,46;183,29;238,08;278,85
2021;2;Italiano;9;Veneto;204,33;1,86;38,07;0,8;144,46;175,95;227,86;266,1
2021;2;Italiano;10;Friuli Venezia Giulia;201,32;3,03;38,28;1,32;144,46;174,43;227,86;262,57
2021;2;Italiano;11;Emilia-Romagna;198,25;1,93;38,94;0,86;131,96;174,43;227,5;262,57
2021;2;Italiano;13;Toscana;204,03;2,59;38,41;1,13;144,46;174,43;227,86;275,31
2021;2;Italiano;14;Umbria;209,01;2,6;39,26;1,13;144,46;183,29;238,08;278,85
2021;2;Italiano;15;Marche;205,98;2,46;38,07;1,06;144,46;183,29;227,86;262,57
2021;2;Italiano;16;Lazio;206,85;1,92;37,7;0,82;144,46;183,29;227,86;266,1
2021;2;Italiano;18;Abruzzo;212,37;4,16;40,18;1,81;144,46;183,29;238,08;278,85
2021;2;Italiano;19;Molise;208,1;3,78;36,7;1,59;144,46;183,29;238,08;278,85
2021;2;Italiano;20;Campania;203,9;3,37;40,94;1,51;144,46;174,43;227,86;278,85
2021;2;Italiano;21;Puglia;204,55;2,28;36,9;0,97;144,46;183,29;227,86;262,57
2021;2;Italiano;23;Basilicata;208,99;4,19;40,27;1,84;144,46;183,29;227,86;278,85
2021;2;Italiano;24;Calabria;192,97;2,74;39,32;1,24;131,96;165,19;218,38;262,57
2021;2;Italiano;25;Sicilia;203,23;2,52;37,66;1,08;144,46;174,43;227,86;262,57
2021;2;Italiano;26;Sardegna;206,65;3,11;36,65;1,31;144,46;183,29;227,86;262,57
2021;5;Italiano;2;Valle d'Aosta;202,17;1,98;34,28;0,82;152,75;178,79;224,57;266,51
2021;5;Italiano;3;Piemonte;206,02;1,84;33,82;0,75;152,75;183,49;229,51;266,51
2021;5;Italiano;4;Liguria;206,37;3,6;36,5;1,51;146,67;183,49;229,51;266,51
2021;5;Italiano;5;Lombardia;208,47;1,67;33,92;0,67;152,75;183,49;229,51;266,51
2021;5;Italiano;7;Trentino Alto Adige;199,9;2,53;33,11;1,03;146,67;178,79;219,79;252,06
2021;5;Italiano;8;Trentino Alto Adige;204,11;2,2;31,88;0,87;152,75;183,49;224,57;258,88
2021;5;Italiano;9;Veneto;204,46;2,23;33,97;0,91;152,75;183,49;224,57;258,88
2021;5;Italiano;10;Friuli Venezia Giulia;203,21;2,73;33,85;1,12;152,75;178,79;224,57;266,51
2021;5;Italiano;11;Emilia-Romagna;204,24;1,57;35,48;0,66;146,67;178,79;227,7;262,44
2021;5;Italiano;13;Toscana;204,61;1,89;35,43;0,79;145,52;178,79;229,51;262,44
2021;5;Italiano;14;Umbria;206,44;2,08;36,4;0,88;146,67;183,49;229,51;266,51
2021;5;Italiano;15;Marche;209,56;1,81;33,15;0,72;158,45;188,08;229,51;266,51
2021;5;Italiano;16;Lazio;207,51;2,39;35,32;0,98;146,67;183,49;229,51;262,44
2021;5;Italiano;18;Abruzzo;204;2,87;36,67;1,22;146,67;178,79;229,51;266,51
2021;5;Italiano;19;Molise;205,13;2,83;34,21;1,15;146,67;183,49;224,57;266,51
2021;5;Italiano;20;Campania;203,18;2,77;34,93;1,15;146,67;178,79;229,51;258,88
2021;5;Italiano;21;Puglia;201,05;2,64;34,5;1,09;140,12;178,79;224,57;258,88
2021;5;Italiano;23;Basilicata;206,52;3,33;34,2;1,35;152,75;183,49;229,51;266,51
2021;5;Italiano;24;Calabria;201,14;3,23;35,19;1,35;146,67;173,98;224,57;258,88
2021;5;Italiano;25;Sicilia;199,41;2,42;34,44;1,01;146,67;173,98;219,79;258,88
2021;5;Italiano;26;Sardegna;203,05;2,37;32,06;0,94;152,75;183,49;224,57;258,88
2021;8;Italiano;2;Valle d'Aosta;209,26;5,24;35,42;2,16;150,67;185,26;233,33;268,7
2021;8;Italiano;3;Piemonte;203,12;2,21;33,95;0,9;146,64;181,28;224,36;260,49
2021;8;Italiano;4;Liguria;189,82;2,9;35,11;1,25;130,97;166,55;214,2;245,98
2021;8;Italiano;5;Lombardia;197,86;3,23;34,64;1,35;140,33;173,86;222,48;253,47
2021;8;Italiano;7;Trentino Alto Adige;191,41;2,57;36,27;1,12;136,22;164,76;214,42;254,19
2021;8;Italiano;8;Trentino Alto Adige;208,62;2,1;33,1;0,84;155,37;186,39;229,77;266,41
2021;8;Italiano;9;Veneto;203,75;1,65;34,81;0,68;147,01;178,08;227,62;260,74
2021;8;Italiano;10;Friuli Venezia Giulia;209,57;4,27;38,6;1,83;144,71;184,18;235,11;270,5
2021;8;Italiano;11;Emilia-Romagna;198,9;2,41;38,61;1,06;132,52;171,98;225,07;260,49
2021;8;Italiano;13;Toscana;193,79;1,85;36,07;0,8;135,29;168,59;219,37;252,76
2021;8;Italiano;14;Umbria;204,05;3,89;37,38;1,67;140,67;178,32;229,25;266,87
2021;8;Italiano;15;Marche;204,19;1,69;34,21;0,69;145,54;181,07;226,43;260,74
2021;8;Italiano;16;Lazio;200,48;2,62;35,93;1,11;145,38;176,7;222,97;261,7
2021;8;Italiano;18;Abruzzo;199,62;2,33;33,58;0,96;145,78;177,89;223,67;256,42
2021;8;Italiano;19;Molise;199,13;2,33;36,2;0,99;135,29;176,79;224,71;253,69
2021;8;Italiano;20;Campania;188,14;2,76;36,08;1,21;131,49;161,39;214,46;245,29
2021;8;Italiano;21;Puglia;191,33;5,33;39,11;2,41;127,9;163,53;220,12;250,39
2021;8;Italiano;23;Basilicata;192,94;3,03;36,55;1,32;135,1;168,24;219,69;253,78
2021;8;Italiano;24;Calabria;182,7;4,73;41,63;2,26;116,92;151,61;211,76;250,39
2021;8;Italiano;25;Sicilia;188,18;2,3;36,32;1,01;129,42;163,53;211,76;247,24
2021;8;Italiano;26;Sardegna;189,05;3,79;36,52;1,67;131,9;163,13;213,48;248,82
2021;13;Italiano;2;Valle d'Aosta;205,46;6,01;34,44;2,46;142,68;183,27;230,86;259,46
2021;13;Italiano;3;Piemonte;203,87;4,56;35,15;1,89;146,7;179,68;228,77;259,46
2021;13;Italiano;4;Liguria;196,77;5,24;37,33;2,28;136,06;170,85;221,6;259,01
2021;13;Italiano;5;Lombardia;207,05;4,06;35,48;1,68;143,9;185,37;229,9;265,23
2021;13;Italiano;7;Trentino Alto Adige;191,05;5,57;34,83;2,38;130,35;165,07;216,62;245,09
2021;13;Italiano;8;Trentino Alto Adige;214,59;3,35;29,35;1,24;167,41;194,46;234,86;259,46
2021;13;Italiano;9;Veneto;199,88;3,58;33,92;1,47;143,9;177,43;221,64;254,12
2021;13;Italiano;10;Friuli Venezia Giulia;200,61;4,33;34,08;1,79;143,9;177,3;225,21;257,41
2021;13;Italiano;11;Emilia-Romagna;199,9;5,02;39,01;2,22;133,86;173,74;226,02;265,48
2021;13;Italiano;13;Toscana;192,35;4,41;39;1,99;126,25;165,1;219,61;257,26
2021;13;Italiano;14;Umbria;190,97;5,69;38,41;2,55;123,47;163,06;217,94;253,52
2021;13;Italiano;15;Marche;193,64;5,67;38,53;2,53;130,35;165,38;219,61;253,43
2021;13;Italiano;16;Lazio;189,1;3,58;36,78;1,58;127,2;162,45;215,22;247,94
2021;13;Italiano;18;Abruzzo;184,37;4,48;36,65;2;123,47;157,91;210,58;241,71
2021;13;Italiano;19;Molise;192,41;7,23;38,96;3,25;126,75;165,1;215,78;259,01
2021;13;Italiano;20;Campania;170,9;3,55;36,71;1,64;114,05;143,6;195,81;231,61
2021;13;Italiano;21;Puglia;177,89;4,84;37,3;2,22;123,47;150,65;204,52;241,3
2021;13;Italiano;23;Basilicata;183,63;6,01;41,89;2,87;115,6;153,58;210,58;252,3
2021;13;Italiano;24;Calabria;171,17;5,15;39,64;2,48;107,9;141,02;198,65;239,6
2021;13;Italiano;25;Sicilia;178,58;3,61;36,14;1,63;122,63;152,44;202,49;239,6
2021;13;Italiano;26;Sardegna;183,09;4,05;36,18;1,8;123,02;156,58;209,26;240,71
2021;2;Matematica;2;Valle d'Aosta;196,63;3,99;37,29;1,74;143,1;175,26;219,28;271,4
2021;2;Matematica;3;Piemonte;195,59;2,5;38,41;1,11;139,67;168,14;219,28;261,85
2021;2;Matematica;4;Liguria;196,81;3,62;37,9;1,59;132,62;170,84;224,76;261,85
2021;2;Matematica;5;Lombardia;199,87;2,61;38,29;1,14;143,1;175,26;225,53;271,4
2021;2;Matematica;7;Trentino Alto Adige;193,19;3,94;35,45;1,69;143,1;168,14;213,13;253,44
2021;2;Matematica;8;Trentino Alto Adige;205,02;2,56;37,12;1,09;143,1;182,01;231,62;271,4
2021;2;Matematica;9;Veneto;195,73;1,71;35,68;0,73;143,1;168,14;219,28;253,44
2021;2;Matematica;10;Friuli Venezia Giulia;193,55;3,57;39,35;1,61;132,62;168,14;219,28;261,85
2021;2;Matematica;11;Emilia-Romagna;192,01;2,11;36,91;0,92;132,62;168,14;213,13;253,44
2021;2;Matematica;13;Toscana;197,6;2,77;38,09;1,22;143,1;168,14;219,28;261,85
2021;2;Matematica;14;Umbria;200,04;3,16;37,1;1,36;143,1;175,26;225,53;261,85
2021;2;Matematica;15;Marche;201,5;2,34;38,14;1,02;143,1;175,26;225,53;261,85
2021;2;Matematica;16;Lazio;200,46;3,06;40,15;1,37;143,1;175,26;225,53;271,4
2021;2;Matematica;18;Abruzzo;204,04;3,95;40,78;1,77;143,1;175,26;231,97;277,56
2021;2;Matematica;19;Molise;207,75;5,3;42,99;2,41;143,1;175,26;238,69;282,7
2021;2;Matematica;20;Campania;198,26;3,87;42,26;1,79;132,62;168,14;225,53;271,4
2021;2;Matematica;21;Puglia;200,42;3,54;39,06;1,56;143,1;175,26;225,53;271,4
2021;2;Matematica;23;Basilicata;198,86;4,48;41,66;2,05;143,1;175,26;219,28;271,4
2021;2;Matematica;24;Calabria;191,79;4,08;39,84;1,86;132,62;160,54;219,28;261,85
2021;2;Matematica;25;Sicilia;194,21;2,66;37,29;1,16;143,1;168,14;218,19;261,85
2021;2;Matematica;26;Sardegna;193,3;4,4;39,48;1,99;132,62;168,14;219,28;261,85
2021;5;Matematica;18;Abruzzo;198,16;2,87;38,49;1,27;139,26;168,57;224,73;261,07
2021;5;Matematica;23;Basilicata;201,05;3,73;38,29;1,63;139,26;175,9;229,75;261,07
2021;5;Matematica;24;Calabria;190,69;3,86;38,84;1,74;133,41;164,13;215,32;261,07
2021;5;Matematica;20;Campania;202,94;5,19;45,64;2,46;133,41;168,57;235,05;280,24
2021;5;Matematica;11;Emilia-Romagna;196,3;2,03;37,04;0,88;139,26;169,46;219,93;261,07
2021;5;Matematica;10;Friuli Venezia Giulia;200,36;3,04;35,1;1,27;144,74;177,16;224,73;261,07
2021;5;Matematica;16;Lazio;202,53;2,89;38,91;1,27;139,26;177,16;229,75;269,54
2021;5;Matematica;4;Liguria;197,59;4,24;38,58;1,87;139,26;168,57;223,61;264,84
2021;5;Matematica;5;Lombardia;198,25;1,85;36,42;0,79;139,26;172,91;221,18;261,07
2021;5;Matematica;15;Marche;202,46;2,37;36,41;1;149,91;177,16;224,73;269,54
2021;5;Matematica;19;Molise;194,6;3,38;36,74;1,47;139,26;168,57;216,46;253,54
2021;5;Matematica;3;Piemonte;196,78;2,8;35,86;1,19;139,26;172,91;219,93;256,53
2021;5;Matematica;7;Trentino Alto Adige;196,4;3,42;35,63;1,46;140,52;172,91;219,93;253,54
2021;5;Matematica;8;Trentino Alto Adige;198,69;2,41;33,22;0,99;144,74;175,9;219,93;253,54
2021;5;Matematica;21;Puglia;195,36;4,95;41,26;2,28;133,41;167,27;224,73;269,77
2021;5;Matematica;26;Sardegna;189,26;2,01;35,63;0,87;133,41;164,13;210,85;246,82
2021;5;Matematica;25;Sicilia;191,36;3,47;39,33;1,57;127,07;164,13;215,32;261,07
2021;5;Matematica;13;Toscana;197,53;2,28;35,91;0,97;139,26;172,91;219,93;261,07
2021;5;Matematica;14;Umbria;198,95;2,52;38,61;1,11;143,25;172,91;224,73;269,77
2021;5;Matematica;2;Valle d'Aosta;193,71;2,36;36,67;1,03;139,26;168,57;219,93;261,07
2021;5;Matematica;9;Veneto;197,2;1,63;33,43;0,67;144,74;172,91;219,93;253,54
2021;8;Matematica;2;Valle d'Aosta;203,78;4,73;37,39;2,03;149,45;176,16;227,37;266,12
2021;8;Matematica;3;Piemonte;199,44;2,34;38,65;1,03;138,59;171,9;224,61;265,86
2021;8;Matematica;4;Liguria;191,99;3,8;40,71;1,75;132,66;162,99;218,79;263,56
2021;8;Matematica;5;Lombardia;197,74;2,89;37,46;1,26;139,41;171,9;221,08;263,46
2021;8;Matematica;7;Trentino Alto Adige;192,9;3,48;37,85;1,54;136,32;164,83;221,08;252,42
2021;8;Matematica;8;Trentino Alto Adige;210,78;2,11;35,14;0,86;158,59;184,55;235,1;271,69
2021;8;Matematica;9;Veneto;204,9;2,59;38,35;1,12;145,01;178,5;232,49;267,78
2021;8;Matematica;10;Friuli Venezia Giulia;210,94;3,76;40,41;1,65;149,33;180,37;235,97;281,92
2021;8;Matematica;11;Emilia-Romagna;201,85;3,63;41,48;1,64;138,59;173,94;229,45;271,69
2021;8;Matematica;13;Toscana;193,79;2,08;39,21;0,94;130,51;165,57;219,76;261,17
2021;8;Matematica;14;Umbria;202,51;4,65;40,03;2,07;138,59;171,9;230,21;267,25
2021;8;Matematica;15;Marche;202,44;1,9;37,27;0,81;143,97;175,74;228,48;267,25
2021;8;Matematica;16;Lazio;195,41;2,52;39,32;1,13;138,47;168,6;218,79;261,53
2021;8;Matematica;18;Abruzzo;195,22;2,46;34,63;1,04;139,27;167,58;218,79;253,56
