Date;Country;RegionName;HospitalizedPatients;IntensiveCarePatients;TotalHospitalizedPatients;HomeConfinement;CurrentPositiveCases;NewPositiveCases;Recovered;Deaths;TotalPositiveCases;Ripartizioni geografiche;;;;;
02/05/2020 17:00;ITA;Piemonte;2550;178;2728;12991;15719;495;8334;3126;27179;Nord-ovest;;;;;
02/05/2020 17:00;ITA;Puglia;416;39;455;2499;2954;34;757;422;4133;Sud;;;;;
02/05/2020 17:00;ITA;Sardegna;86;13;99;631;730;2;466;119;1315;Isole;;;;;
02/05/2020 17:00;ITA;Sicilia;396;30;426;1760;2186;19;787;240;3213;Isole;;;;;
02/05/2020 17:00;ITA;Toscana;519;118;637;4728;5365;80;3297;863;9525;Centro;;;;;
02/05/2020 17:00;ITA;Umbria;60;13;73;123;196;1;1130;68;1394;Centro;;;;;
02/05/2020 17:00;ITA;Valle d'Aosta;70;3;73;25;98;3;901;137;1136;Nord-ovest;;;;;
02/05/2020 17:00;ITA;Veneto;970;108;1078;6353;7431;126;9291;1502;18224;Nord-est;;;;;
03/05/2020 17:00;ITA;Abruzzo;300;16;316;1552;1868;32;798;330;2996;Sud;;;;;
03/05/2020 17:00;ITA;Basilicata;48;3;51;143;194;6;167;25;386;Sud;;;;;
03/05/2020 17:00;ITA;Calabria;95;4;99;603;702;2;324;88;1114;Sud;;;;;
03/05/2020 17:00;ITA;Campania;455;30;485;2241;2726;25;1394;364;4484;Sud;;;;;
03/05/2020 17:00;ITA;Emilia-Romagna;1997;197;2194;6851;9045;166;13329;3642;26016;Nord-est;;;;;
03/05/2020 17:00;ITA;Friuli Venezia Giulia;131;6;137;950;1087;13;1688;297;3072;Nord-est;;;;;
03/05/2020 17:00;ITA;Lazio;1346;95;1441;2944;4385;53;1916;508;6809;Centro;;;;;
03/05/2020 17:00;ITA;Liguria;627;68;695;2856;3551;47;3599;1209;8359;Nord-ovest;;;;;
03/05/2020 17:00;ITA;Lombardia;6609;532;7141;29785;36926;526;26371;14231;77528;Nord-ovest;;;;;
03/05/2020 17:00;ITA;Marche;400;43;443;2755;3198;21;2194;927;6319;Centro;;;;;
03/05/2020 17:00;ITA;Molise;8;1;9;172;181;0;98;22;301;Sud;;;;;
03/05/2020 17:00;ITA;Trentino Alto Adige;109;11;120;545;665;1;1590;281;2536;Nord-est;;;;;
03/05/2020 17:00;ITA;Trentino Alto Adige;136;17;153;1094;1247;66;2571;429;4247;Nord-est;;;;;
03/05/2020 17:00;ITA;Piemonte;2496;169;2665;12973;15638;251;8640;3152;27430;Nord-ovest;;;;;
03/05/2020 17:00;ITA;Puglia;410;40;450;2505;2955;11;765;424;4144;Sud;;;;;
03/05/2020 17:00;ITA;Sardegna;92;10;102;587;689;4;511;119;1319;Isole;;;;;
03/05/2020 17:00;ITA;Sicilia;383;29;412;1791;2203;27;795;242;3240;Isole;;;;;
03/05/2020 17:00;ITA;Toscana;513;112;625;4703;5328;38;3363;872;9563;Centro;;;;;
03/05/2020 17:00;ITA;Umbria;58;13;71;112;183;0;1143;68;1394;Centro;;;;;
03/05/2020 17:00;ITA;Valle d'Aosta;74;2;76;33;109;6;895;138;1142;Nord-ovest;;;;;
03/05/2020 17:00;ITA;Veneto;955;103;1058;6241;7299;94;9503;1516;18318;Nord-est;;;;;
04/05/2020 17:00;ITA;Abruzzo;301;15;316;1521;1837;4;831;332;3000;Sud;;;;;
04/05/2020 17:00;ITA;Basilicata;50;3;53;120;173;0;188;25;386;Sud;;;;;
04/05/2020 17:00;ITA;Calabria;93;4;97;577;674;4;356;88;1118;Sud;;;;;
04/05/2020 17:00;ITA;Campania;438;24;462;2249;2711;14;1421;366;4498;Sud;;;;;
04/05/2020 17:00;ITA;Emilia-Romagna;1968;199;2167;6817;8984;159;13525;3666;26175;Nord-est;;;;;
04/05/2020 17:00;ITA;Friuli Venezia Giulia;130;4;134;916;1050;4;1727;299;3076;Nord-est;;;;;
04/05/2020 17:00;ITA;Lazio;1335;95;1430;2955;4385;38;1938;524;6847;Centro;;;;;
04/05/2020 17:00;ITA;Liguria;606;72;678;2830;3508;53;3683;1221;8412;Nord-ovest;;;;;
04/05/2020 17:00;ITA;Lombardia;6414;532;6946;30361;37307;577;26504;14294;78105;Nord-ovest;;;;;
04/05/2020 17:00;ITA;Marche;389;44;433;2773;3206;44;2225;932;6363;Centro;;;;;
04/05/2020 17:00;ITA;Molise;9;1;10;168;178;0;101;22;301;Sud;;;;;
04/05/2020 17:00;ITA;Trentino Alto Adige;103;10;113;523;636;5;1621;284;2541;Nord-est;;;;;
04/05/2020 17:00;ITA;Trentino Alto Adige;135;17;152;1013;1165;11;2663;430;4258;Nord-est;;;;;
04/05/2020 17:00;ITA;Piemonte;2391;161;2552;13010;15562;192;8874;3186;27622;Nord-ovest;;;;;
04/05/2020 17:00;ITA;Puglia;397;39;436;2509;2945;9;779;429;4153;Sud;;;;;
04/05/2020 17:00;ITA;Sardegna;91;9;100;553;653;-2;545;119;1317;Isole;;;;;
04/05/2020 17:00;ITA;Sicilia;376;27;403;1799;2202;15;809;244;3255;Isole;;;;;
04/05/2020 17:00;ITA;Toscana;512;107;619;4660;5279;38;3441;881;9601;Centro;;;;;
04/05/2020 17:00;ITA;Umbria;56;13;69;112;181;0;1143;70;1394;Centro;;;;;
04/05/2020 17:00;ITA;Valle d'Aosta;74;2;76;34;110;1;894;139;1143;Nord-ovest;;;;;
04/05/2020 17:00;ITA;Veneto;955;101;1056;6178;7234;55;9611;1528;18373;Nord-est;;;;;
05/05/2020 17:00;ITA;Abruzzo;289;11;300;1509;1809;25;881;335;3025;Sud;;;;;
05/05/2020 17:00;ITA;Basilicata;50;3;53;124;177;10;194;25;396;Sud;;;;;
05/05/2020 17:00;ITA;Calabria;92;4;96;554;650;1;381;88;1119;Sud;;;;;
05/05/2020 17:00;ITA;Campania;408;25;433;2097;2530;20;1619;369;4518;Sud;;;;;
05/05/2020 17:00;ITA;Emilia-Romagna;1917;191;2108;6573;8681;100;13889;3705;26275;Nord-est;;;;;
05/05/2020 17:00;ITA;Friuli Venezia Giulia;120;4;124;860;984;9;1798;303;3085;Nord-est;;;;;
05/05/2020 17:00;ITA;Lazio;1315;91;1406;2964;4370;67;2010;534;6914;Centro;;;;;
05/05/2020 17:00;ITA;Liguria;583;68;651;2776;3427;63;3816;1232;8475;Nord-ovest;;;;;
05/05/2020 17:00;ITA;Lombardia;6201;509;6710;30382;37092;500;27124;14389;78605;Nord-ovest;;;;;
05/05/2020 17:00;ITA;Marche;387;42;429;2790;3219;29;2237;936;6392;Centro;;;;;
05/05/2020 17:00;ITA;Molise;9;1;10;167;177;0;102;22;301;Sud;;;;;
05/05/2020 17:00;ITA;Trentino Alto Adige;99;11;110;502;612;1;1644;286;2542;Nord-est;;;;;
05/05/2020 17:00;ITA;Trentino Alto Adige;126;15;141;900;1041;3;2787;433;4261;Nord-est;;;;;
05/05/2020 17:00;ITA;Piemonte;2307;155;2462;12861;15323;152;9235;3216;27774;Nord-ovest;;;;;
05/05/2020 17:00;ITA;Puglia;384;39;423;2516;2939;17;798;433;4170;Sud;;;;;
05/05/2020 17:00;ITA;Sardegna;94;9;103;539;642;1;557;119;1318;Isole;;;;;
05/05/2020 17:00;ITA;Sicilia;367;26;393;1809;2202;12;818;247;3267;Isole;;;;;
05/05/2020 17:00;ITA;Toscana;484;111;595;4595;5190;30;3552;889;9631;Centro;;;;;
05/05/2020 17:00;ITA;Umbria;56;11;67;109;176;6;1154;70;1400;Centro;;;;;
05/05/2020 17:00;ITA;Valle d'Aosta;56;3;59;51;110;0;894;139;1143;Nord-ovest;;;;;
05/05/2020 17:00;ITA;Veneto;926;98;1024;6092;7116;29;9741;1545;18402;Nord-est;;;;;
06/05/2020 17:00;ITA;Abruzzo;285;11;296;1495;1791;22;915;341;3047;Sud;;;;;
06/05/2020 17:00;ITA;Basilicata;47;3;50;122;172;3;202;25;399;Sud;;;;;
06/05/2020 17:00;ITA;Calabria;87;3;90;554;644;3;389;89;1122;Sud;;;;;
06/05/2020 17:00;ITA;Campania;433;25;458;1882;2340;14;1816;376;4532;Sud;;;;;
06/05/2020 17:00;ITA;Emilia-Romagna;1816;176;1992;6399;8391;104;14251;3737;26379;Nord-est;;;;;
06/05/2020 17:00;ITA;Friuli Venezia Giulia;115;3;118;844;962;9;1826;306;3094;Nord-est;;;;;
06/05/2020 17:00;ITA;Lazio;1351;91;1442;2991;4433;81;2024;538;6995;Centro;;;;;
06/05/2020 17:00;ITA;Liguria;548;59;607;2699;3306;76;4002;1243;8551;Nord-ovest;;;;;
06/05/2020 17:00;ITA;Lombardia;6079;480;6559;25194;31753;764;33005;14611;79369;Nord-ovest;;;;;
06/05/2020 17:00;ITA;Marche;353;42;395;2841;3236;29;2242;943;6421;Centro;;;;;
06/05/2020 17:00;ITA;Molise;9;0;9;170;179;3;103;22;304;Sud;;;;;
06/05/2020 17:00;ITA;Trentino Alto Adige;99;11;110;469;579;1;1678;286;2543;Nord-est;;;;;
06/05/2020 17:00;ITA;Trentino Alto Adige;116;13;129;853;982;19;2861;437;4280;Nord-est;;;;;
06/05/2020 17:00;ITA;Piemonte;2147;150;2297;12561;14858;165;9834;3247;27939;Nord-ovest;;;;;
06/05/2020 17:00;ITA;Puglia;365;36;401;2502;2903;26;855;438;4196;Sud;;;;;
06/05/2020 17:00;ITA;Sardegna;91;11;102;521;623;1;577;119;1319;Isole;;;;;
06/05/2020 17:00;ITA;Sicilia;359;25;384;1817;2201;14;830;250;3281;Isole;;;;;
06/05/2020 17:00;ITA;Toscana;462;92;554;4534;5088;26;3670;899;9657;Centro;;;;;
06/05/2020 17:00;ITA;Umbria;55;9;64;107;171;4;1163;70;1404;Centro;;;;;
06/05/2020 17:00;ITA;Valle d'Aosta;50;3;53;74;127;3;880;139;1146;Nord-ovest;;;;;
06/05/2020 17:00;ITA;Veneto;902;90;992;5797;6789;77;10122;1568;18479;Nord-est;;;;;
07/05/2020 17:00;ITA;Abruzzo;263;12;275;1495;1770;25;954;348;3072;Sud;;;;;
07/05/2020 17:00;ITA;Basilicata;48;2;50;105;155;-16;202;26;383;Sud;;;;;
07/05/2020 17:00;ITA;Calabria;81;2;83;550;633;3;403;89;1125;Sud;;;;;
07/05/2020 17:00;ITA;Campania;415;27;442;1697;2139;9;2023;379;4541;Sud;;;;;
07/05/2020 17:00;ITA;Emilia-Romagna;1726;173;1899;6112;8011;108;14710;3766;26487;Nord-est;;;;;
07/05/2020 17:00;ITA;Friuli Venezia Giulia;109;2;111;816;927;13;1872;308;3107;Nord-est;;;;;
07/05/2020 17:00;ITA;Lazio;1291;89;1380;2968;4348;39;2143;543;7034;Centro;;;;;
07/05/2020 17:00;ITA;Liguria;525;57;582;2666;3248;94;4143;1254;8645;Nord-ovest;;;;;
07/05/2020 17:00;ITA;Lombardia;5848;480;6328;25687;32015;720;33329;14745;80089;Nord-ovest;;;;;
07/05/2020 17:00;ITA;Marche;328;41;369;2878;3247;31;2257;948;6452;Centro;;;;;
07/05/2020 17:00;ITA;Molise;8;0;8;162;170;1;113;22;305;Sud;;;;;
07/05/2020 17:00;ITA;Trentino Alto Adige;87;11;98;453;551;9;1715;286;2552;Nord-est;;;;;
07/05/2020 17:00;ITA;Trentino Alto Adige;99;11;110;800;910;3;2935;438;4283;Nord-est;;;;;
07/05/2020 17:00;ITA;Piemonte;2147;150;2297;12172;14469;196;10384;3282;28135;Nord-ovest;;;;;
07/05/2020 17:00;ITA;Puglia;355;35;390;2410;2800;49;1004;441;4245;Sud;;;;;
07/05/2020 17:00;ITA;Sardegna;90;9;99;484;583;5;622;119;1324;Isole;;;;;
07/05/2020 17:00;ITA;Sicilia;349;21;370;1757;2127;7;910;251;3288;Isole;;;;;
07/05/2020 17:00;ITA;Toscana;437;91;528;4188;4716;26;4052;915;9683;Centro;;;;;
07/05/2020 17:00;ITA;Umbria;47;9;56;85;141;1;1194;70;1405;Centro;;;;;
07/05/2020 17:00;ITA;Valle d'Aosta;49;2;51;79;130;4;881;139;1150;Nord-ovest;;;;;
07/05/2020 17:00;ITA;Veneto;872;87;959;5575;6534;74;10430;1589;18553;Nord-est;;;;;
08/05/2020 17:00;ITA;Abruzzo;250;10;260;1453;1713;6;1014;351;3078;Sud;;;;;
08/05/2020 17:00;ITA;Basilicata;48;2;50;102;152;-1;204;26;382;Sud;;;;;
08/05/2020 17:00;ITA;Calabria;73;2;75;544;619;1;417;90;1126;Sud;;;;;
08/05/2020 17:00;ITA;Campania;418;28;446;1566;2012;21;2164;386;4562;Sud;;;;;
08/05/2020 17:00;ITA;Emilia-Romagna;1680;163;1843;5887;7730;111;15071;3797;26598;Nord-est;;;;;
08/05/2020 17:00;ITA;Friuli Venezia Giulia;105;2;107;804;911;9;1897;308;3116;Nord-est;;;;;
08/05/2020 17:00;ITA;Lazio;1278;84;1362;2966;4328;52;2209;549;7086;Centro;;;;;
08/05/2020 17:00;ITA;Liguria;517;46;563;2613;3176;78;4282;1265;8723;Nord-ovest;;;;;
08/05/2020 17:00;ITA;Lombardia;5702;400;6102;25881;31983;634;33901;14839;80723;Nord-ovest;;;;;
08/05/2020 17:00;ITA;Marche;303;38;341;2897;3238;18;2278;954;6470;Centro;;;;;
08/05/2020 17:00;ITA;Molise;6;0;6;178;184;22;121;22;327;Sud;;;;;
08/05/2020 17:00;ITA;Trentino Alto Adige;78;9;87;415;502;6;1767;289;2558;Nord-est;;;;;
08/05/2020 17:00;ITA;Trentino Alto Adige;94;11;105;767;872;2;2975;438;4285;Nord-est;;;;;
08/05/2020 17:00;ITA;Piemonte;2013;140;2153;11954;14107;233;10956;3305;28368;Nord-ovest;;;;;
08/05/2020 17:00;ITA;Puglia;349;33;382;2351;2733;11;1080;443;4256;Sud;;;;;
08/05/2020 17:00;ITA;Sardegna;90;10;100;453;553;6;658;119;1330;Isole;;;;;
08/05/2020 17:00;ITA;Sicilia;310;19;329;1798;2127;13;921;253;3301;Isole;;;;;
08/05/2020 17:00;ITA;Toscana;399;84;483;4109;4592;38;4199;930;9721;Centro;;;;;
08/05/2020 17:00;ITA;Umbria;47;6;53;66;119;1;1216;71;1406;Centro;;;;;
08/05/2020 17:00;ITA;Valle d'Aosta;45;2;47;76;123;1;889;139;1151;Nord-ovest;;;;;
08/05/2020 17:00;ITA;Veneto;831;79;910;5277;6187;65;10804;1627;18618;Nord-est;;;;;
09/05/2020 17:00;ITA;Abruzzo;246;10;256;1420;1676;8;1055;355;3086;Sud;;;;;
09/05/2020 17:00;ITA;Basilicata;45;1;46;99;145;0;210;27;382;Sud;;;;;
09/05/2020 17:00;ITA;Calabria;68;2;70;542;612;3;427;90;1129;Sud;;;;;
09/05/2020 17:00;ITA;Campania;415;26;441;1524;1965;14;2223;388;4576;Sud;;;;;
09/05/2020 17:00;ITA;Emilia-Romagna;1604;155;1759;5642;7401;121;15491;3827;26719;Nord-est;;;;;
09/05/2020 17:00;ITA;Friuli Venezia Giulia;101;3;104;765;869;8;1947;308;3124;Nord-est;;;;;
09/05/2020 17:00;ITA;Lazio;1277;82;1359;2986;4345;47;2235;553;7133;Centro;;;;;
09/05/2020 17:00;ITA;Liguria;501;42;543;2439;2982;15;4480;1276;8738;Nord-ovest;;;;;
09/05/2020 17:00;ITA;Lombardia;5535;330;5865;24397;30262;502;36039;14924;81225;Nord-ovest;;;;;
09/05/2020 17:00;ITA;Marche;285;32;317;2913;3230;23;2305;958;6493;Centro;;;;;
09/05/2020 17:00;ITA;Molise;8;0;8;197;205;20;120;22;347;Sud;;;;;
09/05/2020 17:00;ITA;Trentino Alto Adige;55;9;64;409;473;9;1804;290;2567;Nord-est;;;;;
09/05/2020 17:00;ITA;Trentino Alto Adige;87;10;97;733;830;7;3024;438;4292;Nord-est;;;;;
09/05/2020 17:00;ITA;Piemonte;2010;143;2153;11781;13934;181;11284;3331;28549;Nord-ovest;;;;;
09/05/2020 17:00;ITA;Puglia;344;33;377;2352;2729;30;1114;443;4286;Sud;;;;;
09/05/2020 17:00;ITA;Sardegna;87;11;98;452;550;4;665;119;1334;Isole;;;;;
09/05/2020 17:00;ITA;Sicilia;277;17;294;1786;2080;12;977;256;3313;Isole;;;;;
09/05/2020 17:00;ITA;Toscana;364;79;443;4005;4448;24;4360;937;9745;Centro;;;;;
09/05/2020 17:00;ITA;Umbria;45;6;51;60;111;1;1225;71;1407;Centro;;;;;
09/05/2020 17:00;ITA;Valle d'Aosta;45;3;48;70;118;1;895;139;1152;Nord-ovest;;;;;
09/05/2020 17:00;ITA;Veneto;435;40;475;5402;5877;53;11151;1643;18671;Nord-est;;;;;
10/05/2020 17:00;ITA;Abruzzo;233;10;243;1428;1671;17;1073;359;3103;Sud;;;;;
10/05/2020 17:00;ITA;Basilicata;45;1;46;97;143;3;215;27;385;Sud;;;;;
10/05/2020 17:00;ITA;Calabria;66;2;68;528;596;3;445;91;1132;Sud;;;;;
10/05/2020 17:00;ITA;Campania;435;20;455;1460;1915;12;2282;391;4588;Sud;;;;;
10/05/2020 17:00;ITA;Emilia-Romagna;1562;150;1712;5479;7191;77;15760;3845;26796;Nord-est;;;;;
10/05/2020 17:00;ITA;Friuli Venezia Giulia;98;3;101;750;851;6;1969;310;3130;Nord-est;;;;;
10/05/2020 17:00;ITA;Lazio;1265;84;1349;2937;4286;32;2322;557;7165;Centro;;;;;
10/05/2020 17:00;ITA;Liguria;481;41;522;2378;2900;50;4607;1281;8788;Nord-ovest;;;;;
10/05/2020 17:00;ITA;Lombardia;5428;348;5776;24414;30190;282;36331;14986;81507;Nord-ovest;;;;;
10/05/2020 17:00;ITA;Marche;284;30;314;2937;3251;40;2322;960;6533;Centro;;;;;
10/05/2020 17:00;ITA;Molise;9;0;9;209;218;23;130;22;370;Sud;;;;;
10/05/2020 17:00;ITA;Trentino Alto Adige;61;8;69;390;459;2;1820;290;2569;Nord-est;;;;;
10/05/2020 17:00;ITA;Trentino Alto Adige;82;10;92;694;786;3;3068;441;4295;Nord-est;;;;;
10/05/2020 17:00;ITA;Piemonte;2024;137;2161;11489;13650;116;11648;3367;28665;Nord-ovest;;;;;
10/05/2020 17:00;ITA;Puglia;343;34;377;2292;2669;27;1196;448;4313;Sud;;;;;
10/05/2020 17:00;ITA;Sardegna;83;10;93;422;515;6;705;120;1340;Isole;;;;;
10/05/2020 17:00;ITA;Sicilia;273;16;289;1780;2069;14;1002;256;3327;Isole;;;;;
10/05/2020 17:00;ITA;Toscana;350;78;428;3719;4147;29;4685;942;9774;Centro;;;;;
10/05/2020 17:00;ITA;Umbria;42;6;48;65;113;4;1227;71;1411;Centro;;;;;
10/05/2020 17:00;ITA;Valle d'Aosta;46;2;48;65;113;5;905;139;1157;Nord-ovest;;;;;
10/05/2020 17:00;ITA;Veneto;408;37;445;5146;5591;51;11474;1657;18722;Nord-est;;;;;
11/05/2020 17:00;ITA;Abruzzo;231;9;240;1369;1609;4;1132;366;3107;Sud;;;;;
11/05/2020 17:00;ITA;Basilicata;46;1;47;95;142;1;217;27;386;Sud;;;;;
11/05/2020 17:00;ITA;Calabria;64;1;65;503;568;2;473;93;1134;Sud;;;;;
11/05/2020 17:00;ITA;Campania;436;23;459;1450;1909;14;2301;392;4602;Sud;;;;;
11/05/2020 17:00;ITA;Emilia-Romagna;1537;141;1678;5362;7040;80;15969;3867;26876;Nord-est;;;;;
11/05/2020 17:00;ITA;Friuli Venezia Giulia;96;3;99;731;830;8;1996;312;3138;Nord-est;;;;;
11/05/2020 17:00;ITA;Lazio;1266;83;1349;2945;4294;25;2334;562;7190;Centro;;;;;
11/05/2020 17:00;ITA;Liguria;484;38;522;2322;2844;44;4695;1293;8832;Nord-ovest;;;;;
11/05/2020 17:00;ITA;Lombardia;5397;341;5738;24673;30411;364;36406;15054;81871;Nord-ovest;;;;;
11/05/2020 17:00;ITA;Marche;277;28;305;2922;3227;10;2352;964;6543;Centro;;;;;
11/05/2020 17:00;ITA;Molise;11;0;11;218;229;13;132;22;383;Sud;;;;;
11/05/2020 17:00;ITA;Trentino Alto Adige;63;7;70;377;447;3;1835;290;2572;Nord-est;;;;;
11/05/2020 17:00;ITA;Trentino Alto Adige;84;11;95;640;735;2;3119;443;4297;Nord-est;;;;;
11/05/2020 17:00;ITA;Piemonte;2021;135;2156;11182;13338;111;12038;3400;28776;Nord-ovest;;;;;
11/05/2020 17:00;ITA;Puglia;340;32;372;2172;2544;14;1332;451;4327;Sud;;;;;
11/05/2020 17:00;ITA;Sardegna;84;10;94;417;511;3;712;120;1343;Isole;;;;;
11/05/2020 17:00;ITA;Sicilia;271;16;287;1775;2062;12;1020;257;3339;Isole;;;;;
11/05/2020 17:00;ITA;Toscana;347;77;424;3649;4073;13;4764;950;9787;Centro;;;;;
11/05/2020 17:00;ITA;Umbria;40;4;44;64;108;1;1233;71;1412;Centro;;;;;
11/05/2020 17:00;ITA;Valle d'Aosta;44;1;45;62;107;1;912;139;1158;Nord-ovest;;;;;
11/05/2020 17:00;ITA;Veneto;400;38;438;5022;5460;19;11615;1666;18741;Nord-est;;;;;
12/05/2020 17:00;ITA;Abruzzo;222;8;230;1318;1548;8;1197;370;3115;Sud;;;;;
12/05/2020 17:00;ITA;Basilicata;47;1;48;92;140;1;220;27;387;Sud;;;;;
12/05/2020 17:00;ITA;Calabria;65;1;66;502;568;4;477;93;1138;Sud;;;;;
12/05/2020 17:00;ITA;Campania;414;20;434;1443;1877;13;2345;393;4615;Sud;;;;;
12/05/2020 17:00;ITA;Emilia-Romagna;1384;136;1520;5281;6801;53;16243;3885;26929;Nord-est;;;;;
12/05/2020 17:00;ITA;Friuli Venezia Giulia;96;2;98;703;801;10;2034;313;3148;Nord-est;;;;;
12/05/2020 17:00;ITA;Lazio;1258;84;1342;2931;4273;22;2373;566;7212;Centro;;;;;
12/05/2020 17:00;ITA;Liguria;447;35;482;2297;2779;31;4783;1301;8863;Nord-ovest;;;;;
12/05/2020 17:00;ITA;Lombardia;5222;322;5544;25131;30675;1033;37113;15116;82904;Nord-ovest;;;;;
12/05/2020 17:00;ITA;Marche;230;24;254;2954;3208;25;2391;969;6568;Centro;;;;;
12/05/2020 17:00;ITA;Molise;13;1;14;212;226;3;138;22;386;Sud;;;;;
12/05/2020 17:00;ITA;Trentino Alto Adige;56;7;63;374;437;0;1845;290;2572;Nord-est;;;;;
12/05/2020 17:00;ITA;Trentino Alto Adige;80;9;89;578;667;6;3191;445;4303;Nord-est;;;;;
12/05/2020 17:00;ITA;Piemonte;1900;136;2036;11148;13184;113;12277;3428;28889;Nord-ovest;;;;;
12/05/2020 17:00;ITA;Puglia;334;31;365;2056;2421;10;1460;456;4337;Sud;;;;;
12/05/2020 17:00;ITA;Sardegna;77;11;88;418;506;1;718;120;1344;Isole;;;;;
12/05/2020 17:00;ITA;Sicilia;234;15;249;1662;1911;4;1171;261;3343;Isole;;;;;
12/05/2020 17:00;ITA;Toscana;307;72;379;3462;3841;15;5002;959;9802;Centro;;;;;
12/05/2020 17:00;ITA;Umbria;41;4;45;64;109;7;1239;71;1419;Centro;;;;;
12/05/2020 17:00;ITA;Valle d'Aosta;45;0;45;59;104;2;916;140;1160;Nord-ovest;;;;;
12/05/2020 17:00;ITA;Veneto;393;33;426;4764;5190;41;11906;1686;18782;Nord-est;;;;;
13/05/2020 17:00;ITA;Abruzzo;214;7;221;1268;1489;12;1263;375;3127;Sud;;;;;
13/05/2020 17:00;ITA;Basilicata;42;1;43;88;131;2;231;27;389;Sud;;;;;
13/05/2020 17:00;ITA;Calabria;64;1;65;486;551;2;496;93;1140;Sud;;;;;
13/05/2020 17:00;ITA;Campania;402;19;421;1394;1815;15;2421;394;4630;Sud;;;;;
13/05/2020 17:00;ITA;Emilia-Romagna;1165;123;1288;5214;6502;50;16572;3905;26979;Nord-est;;;;;
13/05/2020 17:00;ITA;Friuli Venezia Giulia;92;2;94;685;779;8;2061;316;3156;Nord-est;;;;;
13/05/2020 17:00;ITA;Lazio;1224;83;1307;2928;4235;38;2438;577;7250;Centro;;;;;
13/05/2020 17:00;ITA;Liguria;430;35;465;2253;2718;67;4898;1314;8930;Nord-ovest;;;;;
13/05/2020 17:00;ITA;Lombardia;5007;307;5314;24718;30032;394;38081;15185;83298;Nord-ovest;;;;;
13/05/2020 17:00;ITA;Marche;211;20;231;2782;3013;20;2604;971;6588;Centro;;;;;
13/05/2020 17:00;ITA;Molise;9;1;10;221;231;15;148;22;401;Sud;;;;;
13/05/2020 17:00;ITA;Trentino Alto Adige;56;7;63;350;413;3;1872;290;2575;Nord-est;;;;;
13/05/2020 17:00;ITA;Trentino Alto Adige;76;9;85;488;573;9;3293;446;4312;Nord-est;;;;;
13/05/2020 17:00;ITA;Piemonte;1858;122;1980;10511;12491;169;13107;3460;29058;Nord-ovest;;;;;
13/05/2020 17:00;ITA;Puglia;310;27;337;1985;2322;11;1566;460;4348;Sud;;;;;
13/05/2020 17:00;ITA;Sardegna;78;10;88;403;491;1;734;120;1345;Isole;;;;;
13/05/2020 17:00;ITA;Sicilia;212;13;225;1664;1889;11;1203;262;3354;Isole;;;;;
13/05/2020 17:00;ITA;Toscana;284;72;356;3207;3563;27;5302;964;9829;Centro;;;;;
13/05/2020 17:00;ITA;Umbria;36;4;40;66;106;0;1241;72;1419;Centro;;;;;
13/05/2020 17:00;ITA;Valle d'Aosta;38;0;38;55;93;3;929;141;1163;Nord-ovest;;;;;
13/05/2020 17:00;ITA;Veneto;364;30;394;4626;5020;31;12081;1712;18813;Nord-est;;;;;
14/05/2020 17:00;ITA;Abruzzo;215;6;221;1261;1482;9;1275;379;3136;Sud;;;;;
14/05/2020 17:00;ITA;Basilicata;34;1;35;92;127;0;235;27;389;Sud;;;;;
14/05/2020 17:00;ITA;Calabria;59;2;61;463;524;3;524;95;1143;Sud;;;;;
14/05/2020 17:00;ITA;Campania;387;19;406;1359;1765;9;2480;394;4639;Sud;;;;;
14/05/2020 17:00;ITA;Emilia-Romagna;861;122;983;5318;6301;77;16825;3930;27056;Nord-est;;;;;
14/05/2020 17:00;ITA;Friuli Venezia Giulia;149;2;151;619;770;5;2074;317;3161;Nord-est;;;;;
14/05/2020 17:00;ITA;Lazio;1178;79;1257;2839;4096;41;2600;595;7291;Centro;;;;;
14/05/2020 17:00;ITA;Liguria;408;35;443;2217;2660;65;5006;1329;8995;Nord-ovest;;;;;
14/05/2020 17:00;ITA;Lombardia;4818;297;5115;24841;29956;522;38568;15296;83820;Nord-ovest;;;;;
14/05/2020 17:00;ITA;Marche;189;18;207;2697;2904;15;2725;974;6603;Centro;;;;;
14/05/2020 17:00;ITA;Molise;10;1;11;218;229;2;152;22;403;Sud;;;;;
14/05/2020 17:00;ITA;Trentino Alto Adige;54;7;61;319;380;3;1908;290;2578;Nord-est;;;;;
14/05/2020 17:00;ITA;Trentino Alto Adige;66;9;75;430;505;3;3362;448;4315;Nord-est;;;;;
14/05/2020 17:00;ITA;Piemonte;1775;116;1891;10000;11891;151;13825;3493;29209;Nord-ovest;;;;;
14/05/2020 17:00;ITA;Puglia;296;24;320;1933;2253;9;1643;461;4357;Sud;;;;;
14/05/2020 17:00;ITA;Sardegna;76;10;86;379;465;0;755;125;1345;Isole;;;;;
14/05/2020 17:00;ITA;Sicilia;203;12;215;1639;1854;12;1249;263;3366;Isole;;;;;
14/05/2020 17:00;ITA;Toscana;269;68;337;3051;3388;30;5498;973;9859;Centro;;;;;
14/05/2020 17:00;ITA;Umbria;26;1;27;65;92;1;1255;73;1420;Centro;;;;;
14/05/2020 17:00;ITA;Valle d'Aosta;38;0;38;42;80;3;945;141;1166;Nord-ovest;;;;;
14/05/2020 17:00;ITA;Veneto;342;26;368;4350;4718;32;12384;1743;18845;Nord-est;;;;;
